"Relative","Count","SrcBytes","DstBytes","ExitCode"
"BLDA\CharFace\CH0222","21","386380","39595","0"
"BLDA\CharFace\CH0223","33","1215318","48217","0"
"BLDA\CharFace\CH0224","19","529330","38525","0"
"BLDA\CharFace\CH0225","20","482218","37869","0"
"BLDA\CharFace\CH0226","21","596082","33648","0"
"BLDA\CharFace\CH0227","28","953980","52630","0"
"BLDA\CharFace\CH0228","17","581832","33182","0"
"BLDA\CharFace\CH0229","22","698562","40347","0"
"BLDA\CharFace\CH0230","22","700236","39521","0"
"BLDA\CharFace\CH0231","18","551168","37624","0"
"BLDA\CharFace\CH0232","16","520136","37152","0"
"BLDA\CharFace\CH0233","18","437866","34616","0"
"BLDA\CharFace\CH0234","15","435540","32225","0"
"BLDA\CharFace\CH0235","16","416688","32827","0"
"BLDA\CharFace\CH0236","16","557372","35225","0"
"BLDA\CharFace\CH0238","18","496208","35528","0"
"BLDA\CharFace\CH0239","12","296208","25924","0"
"BLDA\CharFace\CH0240","22","809484","44947","0"
"BLDA\CharFace\CH0241","50","1452716","70663","0"
"BLDA\CharFace\CH0242","20","653690","38369","0"
"BLDA\CharFace\CH0243","23","677094","40539","0"
"BLDA\CharFace\CH0244","15","442798","25187","0"
"BLDA\CharFace\CH0245","23","728230","46719","0"
"BLDA\CharFace\CH0246","15","490186","33007","0"
"BLDA\CharFace\CH0247","15","387140","33132","0"
"BLDA\CharFace\CH0248","14","394658","28617","0"
"BLDA\CharFace\CH0249","15","483908","33320","0"
"BLDA\CharFace\CH0250","22","673258","43265","0"
"BLDA\CharFace\CH0251","17","474608","31955","0"
"BLDA\CharFace\CH0252","16","341004","26854","0"
"BLDA\CharFace\CH0253","20","672582","39660","0"
"BLDA\CharFace\CH0254","15","367974","31438","0"
"BLDA\CharFace\CH0255","14","438786","28691","0"
"BLDA\CharFace\CH0256","19","662278","37522","0"
"BLDA\CharFace\CH0257","13","372300","29246","0"
"BLDA\CharFace\CH0258","85","2504744","130299","0"
"BLDA\CharFace\CH0259","39","1035180","52432","0"
"BLDA\CharFace\CH0260","29","995692","39516","0"
"BLDA\CharFace\CH0261","18","714688","35746","0"
"BLDA\CharFace\CH0262","17","572894","33565","0"
"BLDA\CharFace\CH0263","12","449264","26484","0"
"BLDA\CharFace\CH0264","23","627144","42235","0"
"BLDA\CharFace\CH0265","20","507232","36334","0"
"BLDA\CharFace\CH0266","37","1169632","62787","0"
"BLDA\CharFace\CH0267","35","983412","48423","0"
"BLDA\CharFace\CH0268","13","403686","24594","0"
"BLDA\CharFace\CH0269","21","793822","34440","0"
"BLDA\CharFace\CH0270","16","452402","34092","0"
"BLDA\CharFace\CH0271","15","464556","28207","0"
"BLDA\CharFace\CH0272","24","634212","41176","0"
"BLDA\CharFace\CH0273","37","915960","47672","0"
"BLDA\CharFace\CH0274","45","1357926","74446","0"
"BLDA\CharFace\CH0275","33","1102202","48403","0"
"BLDA\CharFace\CH0276","41","1146298","63925","0"
"BLDA\CharFace\CH0277","27","746252","44064","0"
"BLDA\CharFace\CH0278","33","982684","50573","0"
"BLDA\CharFace\CH0279","19","547420","40652","0"
"BLDA\CharFace\CH0280","28","950350","47841","0"
"BLDA\CharFace\CH0283","27","771846","52732","0"
"BLDA\CharFace\CH0284","24","694910","45401","0"
"BLDA\CharFace\CH0285","14","383480","25624","0"
"BLDA\CharFace\CH0286","16","500364","29636","0"
"BLDA\CharFace\CH0287","15","460766","31713","0"
"BLDA\CharFace\CH0288","31","802466","56259","0"
"BLDA\CharFace\CH0289","24","384620","36726","0"
"BLDA\CharFace\CH0290","22","668980","38102","0"
"BLDA\CharFace\CH0291","16","502212","27386","0"
"BLDA\CharFace\CH0292","28","907490","49412","0"
"BLDA\CharFace\CH0293","47","1531572","72796","0"
"BLDA\CharFace\CH0294","32","733658","48530","0"
"BLDA\CharFace\CH0295","19","628188","30092","0"
"BLDA\CharFace\CH0296","17","455798","34797","0"
"BLDA\CharFace\CH0297","18","497388","30025","0"
"BLDA\CharFace\CH0298","17","481772","38759","0"
"BLDA\CharFace\CH0300","28","651378","43359","0"
"BLDA\CharFace\CH0301","23","659228","39003","0"
"BLDA\CharFace\CH0302","30","1029700","52343","0"
"BLDA\CharFace\CH0303","18","375140","31098","0"
"BLDA\CharFace\CH0304","55","1466738","89794","0"
"BLDA\CharFace\CH0305","33","1196730","53004","0"
"BLDA\CharFace\CH0306","27","744014","35031","0"
"BLDA\CharFace\CH0307","19","484396","32118","0"
"BLDA\CharFace\CH0308","12","334868","24218","0"
"BLDA\CharFace\CH0309","31","904992","48389","0"
"BLDA\CharFace\CH0310","18","394026","41999","0"
"BLDA\CharFace\CH0311","18","337994","31931","0"
"BLDA\CharFace\CH0312","17","434542","32940","0"
"BLDA\CharFace\CH0313","15","457304","30165","0"
"BLDA\CharFace\CH0314","20","607546","36150","0"
"BLDA\CharFace\CH0316","21","605444","35372","0"
"BLDA\CharFace\CH0317","41","1182848","66661","0"
"BLDA\CharFace\CH0318","38","1043970","63277","0"
"BLDA\CharFace\CH0319","34","1102976","56271","0"
"BLDA\CharFace\CH0323","19","506616","32889","0"
"BLDA\CharFace\CH0324","26","658744","46632","0"
"BLDA\CharFace\CH0325","27","798034","49068","0"
"BLDA\CharFace\CH0326","28","1039420","39451","0"
"BLDA\CharFace\CH0327","24","755840","37811","0"
"BLDA\CharFace\CH0328","19","554782","34274","0"
"BLDA\CharFace\CH0329","17","535566","36918","0"
"BLDA\CharFace\CH0331","18","406658","33130","0"
"BLDA\CharFace\CH0332","14","458434","27637","0"
"BLDA\CharFace\CH0333","11","356104","25421","0"
"BLDA\CharFace\CH0334","24","789376","39047","0"
"BLDA\CharFace\CH0335","37","959088","60815","0"
"BLDA\CharFace\CH0335_noweapon","36","931282","60638","0"
"BLDA\CharFace\CH0336","15","456146","30083","0"
"BLDA\CharFace\CH0337","22","593968","41030","0"
"BLDA\CharFace\CH9996","18","488122","32693","0"
"BLDA\CharFace\CH9997","15","422860","31089","0"
"BLDA\CharFace\CH9998","22","646300","39546","0"
"BLDA\CharFace\CH9999","18","608214","35277","0"
"BLDA\CharFace\cherino","21","690724","43174","0"
"BLDA\CharFace\chinatsu","11","442936","32368","0"
"BLDA\CharFace\chise","13","434384","32150","0"
"BLDA\CharFace\citizen_borot1","15","226036","23353","0"
"BLDA\CharFace\Cook_GenbuStore_SG","12","372414","27311","0"
"BLDA\CharFace\eimi","10","365512","26247","0"
"BLDA\CharFace\erika","19","668562","34454","0"
"BLDA\CharFace\fuuka","12","498278","31099","0"
"BLDA\CharFace\fuuki_normal1","9","192192","15768","0"
"BLDA\CharFace\hanae","10","395630","34712","0"
"BLDA\CharFace\hanako","10","340796","25289","0"
"BLDA\CharFace\hare","9","234450","23747","0"
"BLDA\CharFace\haruka","17","475346","38011","0"
"BLDA\CharFace\haruna","12","416850","39229","0"
"BLDA\CharFace\hasumi","12","405332","30133","0"
"BLDA\CharFace\hibiki","17","652250","40508","0"
"BLDA\CharFace\hihumi","16","513920","31380","0"
"BLDA\CharFace\hihumi_robber","10","183342","20566","0"
"BLDA\CharFace\hina","24","782008","48053","0"
"BLDA\CharFace\hinata","9","283948","27779","0"
"BLDA\CharFace\hiyori","15","409482","29058","0"
"BLDA\CharFace\hoshino","21","669230","40357","0"
"BLDA\CharFace\hoshino_robber","10","284168","26262","0"
"BLDA\CharFace\hoshino_swimsuit","25","773036","42942","0"
"BLDA\CharFace\ibuki","21","822788","50285","0"
"BLDA\CharFace\iori","11","387746","27447","0"
"BLDA\CharFace\izumi","13","507482","40281","0"
"BLDA\CharFace\izumi_swimsuit","14","475510","43833","0"
"BLDA\CharFace\izuna","11","404004","33409","0"
"BLDA\CharFace\juri","16","564878","37004","0"
"BLDA\CharFace\Justice_normal1","7","121782","14338","0"
"BLDA\CharFace\kaede","18","660742","39363","0"
"BLDA\CharFace\karin","10","292480","25517","0"
"BLDA\CharFace\kayoko","11","333292","26151","0"
"BLDA\CharFace\kazusa","17","539866","32437","0"
"BLDA\CharFace\kirara","15","647368","35342","0"
"BLDA\CharFace\kirino","13","543924","28762","0"
"BLDA\CharFace\koharu","16","556504","35037","0"
"BLDA\CharFace\kotama","10","351650","26948","0"
"BLDA\CharFace\kotori","10","387834","42238","0"
"BLDA\CharFace\mai","10","412086","33034","0"
"BLDA\CharFace\maki","11","315148","28348","0"
"BLDA\CharFace\mari","13","326442","26135","0"
"BLDA\CharFace\marina","16","385508","31162","0"
"BLDA\CharFace\mashiro","10","270228","22493","0"
"BLDA\CharFace\mashiro_swimsuit","11","364700","27071","0"
"BLDA\CharFace\midori","14","535064","31324","0"
"BLDA\CharFace\mimori","14","609666","31738","0"
"BLDA\CharFace\minori","11","404880","33448","0"
"BLDA\CharFace\misaki","45","1386886","69419","0"
"BLDA\CharFace\miyako","16","543876","34787","0"
"BLDA\CharFace\moe","22","876770","42336","0"
"BLDA\CharFace\momiji","11","253756","25922","0"
"BLDA\CharFace\momoi","12","504572","29704","0"
"BLDA\CharFace\momoka","50","1726066","63966","0"
"BLDA\CharFace\mutsuki","17","556562","34878","0"
"BLDA\CharFace\mutsuki_newyear","13","381210","27524","0"
"BLDA\CharFace\nagisa","28","842194","41920","0"
"BLDA\CharFace\neru","14","555088","38424","0"
"BLDA\CharFace\nodoka","11","254348","28044","0"
"BLDA\CharFace\nonomi","23","822248","42864","0"
"BLDA\CharFace\nonomi_robber","10","321930","24924","0"
"BLDA\CharFace\NP0001","13","492496","36839","0"
"BLDA\CharFace\NP0002","13","497918","36777","0"
"BLDA\CharFace\NP0003","10","339380","25621","0"
"BLDA\CharFace\NP0004","10","338614","25304","0"
"BLDA\CharFace\NP0005","10","338550","25507","0"
"BLDA\CharFace\NP0006","10","344338","25233","0"
"BLDA\CharFace\NP0007","16","534826","34733","0"
"BLDA\CharFace\NP0008","16","547130","34596","0"
"BLDA\CharFace\NP0009","9","247398","21637","0"
"BLDA\CharFace\NP0012","63","1758064","96910","0"
"BLDA\CharFace\NP0013","19","374850","29810","0"
"BLDA\CharFace\NP0014","12","381702","38764","0"
"BLDA\CharFace\NP0015","26","688364","38014","0"
"BLDA\CharFace\NP0017","8","270770","30921","0"
"BLDA\CharFace\NP0019","20","695996","39588","0"
"BLDA\CharFace\NP0020","13","477236","36782","0"
"BLDA\CharFace\NP0021","11","272854","24198","0"
"BLDA\CharFace\NP0022","9","207638","16608","0"
"BLDA\CharFace\NP0023","10","197224","16089","0"
"BLDA\CharFace\NP0024","10","260328","18747","0"
"BLDA\CharFace\NP0025","10","149850","16188","0"
"BLDA\CharFace\NP0026","10","287066","18402","0"
"BLDA\CharFace\NP0027","10","247330","19552","0"
"BLDA\CharFace\NP0028","9","200460","18845","0"
"BLDA\CharFace\NP0029","3","97506","21594","0"
"BLDA\CharFace\NP0030","15","182838","20794","0"
"BLDA\CharFace\NP0031","6","142718","22605","0"
"BLDA\CharFace\NP0032","11","390358","21959","0"
"BLDA\CharFace\NP0033","24","596142","44888","0"
"BLDA\CharFace\NP0035","37","976862","78592","0"
"BLDA\CharFace\NP0036","9","204956","15913","0"
"BLDA\CharFace\NP0037","15","468514","33709","0"
"BLDA\CharFace\NP0038","15","389772","26656","0"
"BLDA\CharFace\NP0040","28","812714","38293","0"
"BLDA\CharFace\NP0041","33","1241300","58662","0"
"BLDA\CharFace\NP0043","11","302162","25033","0"
"BLDA\CharFace\NP0044","23","847158","43261","0"
"BLDA\CharFace\NP0045","21","663388","39215","0"
"BLDA\CharFace\NP0046","10","343762","26567","0"
"BLDA\CharFace\NP0047","17","619106","33868","0"
"BLDA\CharFace\NP0048","19","639230","37206","0"
"BLDA\CharFace\NP0049","19","629272","37622","0"
"BLDA\CharFace\NP0050","11","320256","27269","0"
"BLDA\CharFace\NP0051","13","518388","40306","0"
"BLDA\CharFace\NP0052","11","398968","32758","0"
"BLDA\CharFace\NP0053","10","368160","32986","0"
"BLDA\CharFace\NP0054","19","660798","37751","0"
"BLDA\CharFace\NP0055","13","445114","30344","0"
"BLDA\CharFace\NP0056","11","348484","25503","0"
"BLDA\CharFace\NP0057","11","382706","25553","0"
"BLDA\CharFace\NP0058","18","471126","42517","0"
"BLDA\CharFace\NP0059","20","617274","39944","0"
"BLDA\CharFace\NP0060","7","110318","12725","0"
"BLDA\CharFace\NP0061","17","568948","33583","0"
"BLDA\CharFace\NP0062","10","269426","22346","0"
"BLDA\CharFace\NP0063","25","721168","32718","0"
"BLDA\CharFace\NP0064","10","269042","21883","0"
"BLDA\CharFace\NP0065","21","540792","33116","0"
"BLDA\CharFace\NP0066","20","615274","41679","0"
"BLDA\CharFace\NP0067","26","593006","42510","0"
"BLDA\CharFace\NP0068","10","391858","29476","0"
"BLDA\CharFace\NP0069","10","396334","34256","0"
"BLDA\CharFace\NP0070","14","454836","30845","0"
"BLDA\CharFace\NP0071","16","421662","33234","0"
"BLDA\CharFace\NP0072","32","982994","56486","0"
"BLDA\CharFace\NP0073","21","695672","37381","0"
"BLDA\CharFace\NP0075","11","420392","31162","0"
"BLDA\CharFace\NP0076","12","438576","33471","0"
"BLDA\CharFace\NP0077","11","307522","25563","0"
"BLDA\CharFace\NP0078","11","456506","31894","0"
"BLDA\CharFace\NP0079","16","484602","32331","0"
"BLDA\CharFace\NP0080","11","484396","33349","0"
"BLDA\CharFace\NP0081","12","372930","24221","0"
"BLDA\CharFace\NP0082","12","312888","23926","0"
"BLDA\CharFace\NP0084","17","457456","25019","0"
"BLDA\CharFace\NP0088","14","627284","42009","0"
"BLDA\CharFace\NP0089","14","592548","40579","0"
"BLDA\CharFace\NP0090","16","546792","35418","0"
"BLDA\CharFace\NP0091","4","81384","21204","0"
"BLDA\CharFace\NP0092","3","36370","10880","0"
"BLDA\CharFace\NP0093","3","35698","10237","0"
"BLDA\CharFace\NP0094","3","32280","10697","0"
"BLDA\CharFace\NP0097","20","516666","35105","0"
"BLDA\CharFace\NP0098","15","424988","29646","0"
"BLDA\CharFace\NP0099","19","453904","31943","0"
"BLDA\CharFace\NP0100","33","1028370","58999","0"
"BLDA\CharFace\NP0101","33","961600","55804","0"
"BLDA\CharFace\NP0102","33","1063942","55611","0"
"BLDA\CharFace\NP0105","13","508212","27270","0"
"BLDA\CharFace\NP0106","11","377756","19835","0"
"BLDA\CharFace\NP0107","11","254860","17089","0"
"BLDA\CharFace\NP0108","19","415528","32979","0"
"BLDA\CharFace\NP0109","11","328978","25877","0"
"BLDA\CharFace\NP0110","10","267658","22700","0"
"BLDA\CharFace\NP0111","18","565116","33801","0"
"BLDA\CharFace\NP0112","16","463768","30285","0"
"BLDA\CharFace\NP0118","11","326752","24937","0"
"BLDA\CharFace\NP0119","15","267468","20142","0"
"BLDA\CharFace\NP0121","11","296632","20328","0"
"BLDA\CharFace\NP0123","11","342238","23097","0"
"BLDA\CharFace\NP0124","21","771448","37761","0"
"BLDA\CharFace\NP0125","12","484136","27535","0"
"BLDA\CharFace\NP0129","27","698604","47408","0"
"BLDA\CharFace\NP0130","30","839354","47375","0"
"BLDA\CharFace\NP0131","26","524714","44950","0"
"BLDA\CharFace\NP0134","11","286122","23583","0"
"BLDA\CharFace\NP0138","13","341330","21052","0"
"BLDA\CharFace\NP0139","16","576120","30835","0"
"BLDA\CharFace\NP0140","16","513028","29761","0"
"BLDA\CharFace\NP0141","20","679176","34939","0"
"BLDA\CharFace\NP0142","6","113044","19338","0"
"BLDA\CharFace\NP0147","18","355472","30545","0"
"BLDA\CharFace\NP0148","19","299320","32833","0"
"BLDA\CharFace\NP0149","9","276742","18467","0"
"BLDA\CharFace\NP0150","8","188788","14576","0"
"BLDA\CharFace\NP0151","12","458476","29879","0"
"BLDA\CharFace\NP0152","7","215454","15766","0"
"BLDA\CharFace\NP0156","8","198362","14943","0"
"BLDA\CharFace\NP0157","8","217292","16150","0"
"BLDA\CharFace\NP0158","11","348546","22228","0"
"BLDA\CharFace\NP0159","10","259344","18378","0"
"BLDA\CharFace\NP0161","16","237748","26049","0"
"BLDA\CharFace\NP0164","20","545998","35837","0"
"BLDA\CharFace\NP0166","25","743070","43531","0"
"BLDA\CharFace\NP0167","50","1563626","68877","0"
"BLDA\CharFace\NP0169","15","410980","31183","0"
"BLDA\CharFace\NP0171","11","344706","25048","0"
"BLDA\CharFace\NP0172","11","312990","27144","0"
"BLDA\CharFace\NP0173","31","903342","46138","0"
"BLDA\CharFace\NP0174","20","798238","41810","0"
"BLDA\CharFace\NP0175","17","626312","36066","0"
"BLDA\CharFace\NP0176","23","860084","43423","0"
"BLDA\CharFace\NP0177","15","520602","26195","0"
"BLDA\CharFace\NP0178","15","590220","31782","0"
"BLDA\CharFace\NP0179","85","2591058","125539","0"
"BLDA\CharFace\NP0181","9","241102","18601","0"
"BLDA\CharFace\NP0182","11","361940","25644","0"
"BLDA\CharFace\NP0195","11","343842","25439","0"
"BLDA\CharFace\NP0204","31","930336","45616","0"
"BLDA\CharFace\NP0205","9","241812","21291","0"
"BLDA\CharFace\NP0206","37","978936","46416","0"
"BLDA\CharFace\NP0216","22","544050","33767","0"
"BLDA\CharFace\NP0217","18","528230","32476","0"
"BLDA\CharFace\NP0218","20","564592","33648","0"
"BLDA\CharFace\NP0219","20","656212","35697","0"
"BLDA\CharFace\NP0220","17","495232","31652","0"
"BLDA\CharFace\NP0221","18","486508","33434","0"
"BLDA\CharFace\NP0222","24","627254","36000","0"
"BLDA\CharFace\NP0223","18","476782","33719","0"
"BLDA\CharFace\NP0225","28","851582","51376","0"
"BLDA\CharFace\NP0226","23","570534","41243","0"
"BLDA\CharFace\NP0227","17","405360","30898","0"
"BLDA\CharFace\NP0228","17","612298","33806","0"
"BLDA\CharFace\NP0229","37","994392","48409","0"
"BLDA\CharFace\NP0231","12","405566","25774","0"
"BLDA\CharFace\NP0232","12","367100","25901","0"
"BLDA\CharFace\NP0233","17","555720","31668","0"
"BLDA\CharFace\NP0234","13","344322","24535","0"
"BLDA\CharFace\NP0235","31","882232","45200","0"
"BLDA\CharFace\NP0236","23","734170","36154","0"
"BLDA\CharFace\NP0237","18","632694","35960","0"
"BLDA\CharFace\NP0240","13","190024","24741","0"
"BLDA\CharFace\NP0241","29","652324","27154","0"
"BLDA\CharFace\NP0244","2","30824","13079","0"
"BLDA\CharFace\NP0245","8","246614","20431","0"
"BLDA\CharFace\NP0246","18","559778","32894","0"
"BLDA\CharFace\NP0248","15","499890","30123","0"
"BLDA\CharFace\NP0251","17","526634","31106","0"
"BLDA\CharFace\NP0252","11","263416","18039","0"
"BLDA\CharFace\NP0253","11","231668","17580","0"
"BLDA\CharFace\NP0254","16","547300","35816","0"
"BLDA\CharFace\NP0255","9","260126","17825","0"
"BLDA\CharFace\NP0256","13","336088","17625","0"
"BLDA\CharFace\NP0257","11","330222","24389","0"
"BLDA\CharFace\NP0262","27","306204","46699","0"
"BLDA\CharFace\NP0263","2","32858","14673","0"
"BLDA\CharFace\NP0267","31","597464","44821","0"
"BLDA\CharFace\NP0268","23","474920","38455","0"
"BLDA\CharFace\NP0269","22","557606","40775","0"
"BLDA\CharFace\NP0276","10","404086","15453","0"
"BLDA\CharFace\NP0278","13","365844","24751","0"
"BLDA\CharFace\NP0281","24","839878","38973","0"
"BLDA\CharFace\NP0282","2","36208","10780","0"
"BLDA\CharFace\pina","12","401046","27876","0"
"BLDA\CharFace\Police_Valkyrie_SG","12","336420","23927","0"
"BLDA\CharFace\reizyo","22","712698","36001","0"
"BLDA\CharFace\rin","87","2606662","106719","0"
"BLDA\CharFace\sakurako","16","577372","35847","0"
"BLDA\CharFace\saori","63","1693282","95838","0"
"BLDA\CharFace\saya","11","440050","39084","0"
"BLDA\CharFace\saya_casual","10","326530","28299","0"
"BLDA\CharFace\schoolGirl01_SukebanSwim_SMG","10","330264","22457","0"
"BLDA\CharFace\schoolGirl02_SukebanSwim_MG","10","262496","19501","0"
"BLDA\CharFace\sena","10","326118","27734","0"
"BLDA\CharFace\serika","17","571868","42963","0"
"BLDA\CharFace\serika_newyear","18","637112","37320","0"
"BLDA\CharFace\serika_robber","17","563386","33654","0"
"BLDA\CharFace\serika_shibaseki","16","506744","33604","0"
"BLDA\CharFace\serina","10","406104","31507","0"
"BLDA\CharFace\shigure","15","512678","37034","0"
"BLDA\CharFace\shimiko","10","432818","33477","0"
"BLDA\CharFace\shinon","12","478798","33928","0"
"BLDA\CharFace\shiroko","21","789680","38665","0"
"BLDA\CharFace\shiroko_ridingsuit","10","440272","31164","0"
"BLDA\CharFace\shiroko_robber","21","694452","33903","0"
"BLDA\CharFace\shizuko","10","423088","37440","0"
"BLDA\CharFace\shun","18","456196","35498","0"
"BLDA\CharFace\Soldier_OnsenDev_RL","9","290552","22160","0"
"BLDA\CharFace\sora","30","863806","32270","0"
"BLDA\CharFace\sukeban_HMG","10","330848","30422","0"
"BLDA\CharFace\sukeban_SMG","10","288026","25632","0"
"BLDA\CharFace\sukeban_SR","10","226320","20048","0"
"BLDA\CharFace\sumire","17","576260","35128","0"
"BLDA\CharFace\suzumi","10","423936","28099","0"
"BLDA\CharFace\tomoe","10","303204","28186","0"
"BLDA\CharFace\Tsubaki","14","455440","34933","0"
"BLDA\CharFace\tsurugi","18","529776","41687","0"
"BLDA\CharFace\utaha","11","360172","24542","0"
"BLDA\CharFace\wakamo","15","532526","49898","0"
"BLDA\CharFace\yoheki_normal1","4","111704","19398","0"
"BLDA\CharFace\yoheki_redwinter1","4","96328","18792","0"
"BLDA\CharFace\yoshimi","14","544178","38849","0"
"BLDA\CharFace\Yukata_StreetGhostes_RL","8","307894","28094","0"
"BLDA\CharFace\yuuka","11","321588","28530","0"
"BLDA\CharFace\yuzu","12","536620","32470","0"
"BLDA\CharFace\zunko","19","594674","39994","0"
"CBJQ\CharFace\boss103","11","206856","50696","0"
"CBJQ\CharFace\di18","6","61670","28331","0"
"CBJQ\CharFace\girl001","12","234146","50656","0"
"CBJQ\CharFace\girl001_01","8","148798","32019","0"
"CBJQ\CharFace\girl001_02","12","221048","47036","0"
"CBJQ\CharFace\girl001a","12","261618","56046","0"
"CBJQ\CharFace\girl001a_03_gacha","14","499812","58510","0"
"CBJQ\CharFace\girl001a_gacha","16","413464","77831","0"
"CBJQ\CharFace\girl001b","12","279308","50465","0"
"CBJQ\CharFace\girl001b_02_gacha","26","700756","84497","0"
"CBJQ\CharFace\girl001b_gacha","22","716000","85080","0"
"CBJQ\CharFace\girl001b_lv2","5","100732","15828","0"
"CBJQ\CharFace\girl002","14","286246","72374","0"
"CBJQ\CharFace\girl002_01","12","223218","65388","0"
"CBJQ\CharFace\girl002a","12","242102","68437","0"
"CBJQ\CharFace\girl002a_01_q","7","126402","25444","0"
"CBJQ\CharFace\girl002a_02","13","351350","71004","0"
"CBJQ\CharFace\girl002a_02_gacha","18","579966","89658","0"
"CBJQ\CharFace\girl002a_03_gacha","6","146808","45486","0"
"CBJQ\CharFace\girl002a_gacha","15","390242","82165","0"
"CBJQ\CharFace\girl002b","13","241390","60474","0"
"CBJQ\CharFace\girl002b_02_gacha","25","696904","128554","0"
"CBJQ\CharFace\girl002b_gacha","6","138732","35581","0"
"CBJQ\CharFace\girl003","17","289676","52707","0"
"CBJQ\CharFace\girl003_01","17","292536","49423","0"
"CBJQ\CharFace\girl003a","17","285336","49904","0"
"CBJQ\CharFace\girl003a_02_gacha","12","352280","62362","0"
"CBJQ\CharFace\girl003a_03_gacha","12","352280","58118","0"
"CBJQ\CharFace\girl003a_gacha","3","79438","30469","0"
"CBJQ\CharFace\girl004","17","432464","77126","0"
"CBJQ\CharFace\girl004_01","17","384130","69695","0"
"CBJQ\CharFace\girl004_02","17","415764","70490","0"
"CBJQ\CharFace\girl004a","17","439458","74404","0"
"CBJQ\CharFace\girl004a_02_gacha","8","213496","44593","0"
"CBJQ\CharFace\girl004a_03_gacha","9","240282","57808","0"
"CBJQ\CharFace\girl004a_gacha","16","398592","65895","0"
"CBJQ\CharFace\girl004b","17","389740","66491","0"
"CBJQ\CharFace\girl004b_04_gacha","8","350516","60071","0"
"CBJQ\CharFace\girl004b_gacha","3","77890","28207","0"
"CBJQ\CharFace\girl005","15","316864","70863","0"
"CBJQ\CharFace\girl005_01","15","289948","67632","0"
"CBJQ\CharFace\girl005a","15","329866","65491","0"
"CBJQ\CharFace\girl005a_01_q","7","109838","23572","0"
"CBJQ\CharFace\girl005a_03_gacha","14","694262","62617","0"
"CBJQ\CharFace\girl005a_gacha","12","326948","64025","0"
"CBJQ\CharFace\girl005b","15","317032","66800","0"
"CBJQ\CharFace\girl005b_02","15","287902","64428","0"
"CBJQ\CharFace\girl005b_02_gacha","17","530496","90370","0"
"CBJQ\CharFace\girl005b_03","15","558064","67970","0"
"CBJQ\CharFace\girl005b_gacha","6","174710","50347","0"
"CBJQ\CharFace\girl005c","15","353898","75751","0"
"CBJQ\CharFace\girl005c_02_gacha","17","514100","65108","0"
"CBJQ\CharFace\girl005c_gacha","3","71492","30373","0"
"CBJQ\CharFace\girl006","16","339742","62718","0"
"CBJQ\CharFace\girl006_01","15","308890","57723","0"
"CBJQ\CharFace\girl006a","15","320654","55806","0"
"CBJQ\CharFace\girl006a_02_gacha","9","241218","51316","0"
"CBJQ\CharFace\girl006a_gacha","3","92414","23350","0"
"CBJQ\CharFace\girl006b","15","340446","60257","0"
"CBJQ\CharFace\girl006b_02_gacha","13","378510","56212","0"
"CBJQ\CharFace\girl006b_gacha","3","73226","28029","0"
"CBJQ\CharFace\girl007","13","304014","63584","0"
"CBJQ\CharFace\girl007_01","6","135978","27863","0"
"CBJQ\CharFace\girl007_02","11","221312","48559","0"
"CBJQ\CharFace\girl007a","11","278976","55596","0"
"CBJQ\CharFace\girl007a_02_gacha","10","230298","49560","0"
"CBJQ\CharFace\girl007a_03","6","128070","31443","0"
"CBJQ\CharFace\girl007a_04","11","273648","52740","0"
"CBJQ\CharFace\girl007a_05_gacha","17","400944","68437","0"
"CBJQ\CharFace\girl007a_gacha","8","198404","51669","0"
"CBJQ\CharFace\girl008","12","338734","74388","0"
"CBJQ\CharFace\girl008_01","13","368190","72739","0"
"CBJQ\CharFace\girl008_02","12","349978","76286","0"
"CBJQ\CharFace\girl008a","12","312296","75530","0"
"CBJQ\CharFace\girl008a_01_q","7","138688","26144","0"
"CBJQ\CharFace\girl008a_03_gacha","6","178286","49552","0"
"CBJQ\CharFace\girl008a_04_gacha","9","285294","60245","0"
"CBJQ\CharFace\girl008a_gacha","3","81292","30093","0"
"CBJQ\CharFace\girl008b","13","325700","67687","0"
"CBJQ\CharFace\girl008b_02","2","72982","19754","0"
"CBJQ\CharFace\girl008b_03_gacha","11","289762","51604","0"
"CBJQ\CharFace\girl008b_gacha","6","170528","43271","0"
"CBJQ\CharFace\girl008c","13","374040","68512","0"
"CBJQ\CharFace\girl008c_02","4","125790","20412","0"
"CBJQ\CharFace\girl008c_02_gacha","11","354382","62404","0"
"CBJQ\CharFace\girl008c_03_gacha","10","340398","61477","0"
"CBJQ\CharFace\girl008c_gacha","6","198762","41483","0"
"CBJQ\CharFace\girl010","18","334884","64337","0"
"CBJQ\CharFace\girl010_01","18","296464","58839","0"
"CBJQ\CharFace\girl010a","18","387844","64638","0"
"CBJQ\CharFace\girl010a_03_gacha","15","399882","64899","0"
"CBJQ\CharFace\girl010a_04_gacha","26","593948","116846","0"
"CBJQ\CharFace\girl010a_gacha","12","306964","49884","0"
"CBJQ\CharFace\girl010b","18","333160","57572","0"
"CBJQ\CharFace\girl010b_02_gacha_01","34","981748","138589","0"
"CBJQ\CharFace\girl010b_03_gacha","11","216550","48917","0"
"CBJQ\CharFace\girl010b_gacha","3","53098","24239","0"
"CBJQ\CharFace\girl011","15","335148","61699","0"
"CBJQ\CharFace\girl011_01","15","299978","58499","0"
"CBJQ\CharFace\girl011_02","15","291406","56093","0"
