"Relative","Count","SrcBytes"
"DFPJ\CharFace\CFID_0\CharID_178-4","15","245534"
"DFPJ\CharFace\CFID_0\CharID_179-0","13","262104"
"DFPJ\CharFace\CFID_0\CharID_179-1","15","344960"
"DFPJ\CharFace\CFID_0\CharID_179-2","18","283090"
"DFPJ\CharFace\CFID_0\CharID_179-3","16","337756"
"DFPJ\CharFace\CFID_0\CharID_179-4","18","255334"
"DFPJ\CharFace\CFID_0\CharID_18-0","11","290498"
"DFPJ\CharFace\CFID_0\CharID_18-1","15","280004"
"DFPJ\CharFace\CFID_0\CharID_18-2","17","341410"
"DFPJ\CharFace\CFID_0\CharID_18-3","16","282168"
"DFPJ\CharFace\CFID_0\CharID_18-4","26","713578"
"DFPJ\CharFace\CFID_0\CharID_180-2","54","985880"
"DFPJ\CharFace\CFID_0\CharID_181-0","11","233294"
"DFPJ\CharFace\CFID_0\CharID_181-1","15","363894"
"DFPJ\CharFace\CFID_0\CharID_181-2","26","428158"
"DFPJ\CharFace\CFID_0\CharID_181-26","15","303918"
"DFPJ\CharFace\CFID_0\CharID_181-3","17","387384"
"DFPJ\CharFace\CFID_0\CharID_182-0","10","212488"
"DFPJ\CharFace\CFID_0\CharID_182-2","16","261580"
"DFPJ\CharFace\CFID_0\CharID_183-0","11","254794"
"DFPJ\CharFace\CFID_0\CharID_183-1","25","557826"
"DFPJ\CharFace\CFID_0\CharID_183-147","27","588072"
"DFPJ\CharFace\CFID_0\CharID_183-2","14","233722"
"DFPJ\CharFace\CFID_0\CharID_183-27","27","812130"
"DFPJ\CharFace\CFID_0\CharID_183-3","14","239140"
"DFPJ\CharFace\CFID_0\CharID_183-4","15","305410"
"DFPJ\CharFace\CFID_0\CharID_183-5","13","235378"
"DFPJ\CharFace\CFID_0\CharID_183-6","14","293270"
"DFPJ\CharFace\CFID_0\CharID_184-1","16","392638"
"DFPJ\CharFace\CFID_0\CharID_184-128","23","576460"
"DFPJ\CharFace\CFID_0\CharID_184-2","16","332658"
"DFPJ\CharFace\CFID_0\CharID_184-4","15","287890"
"DFPJ\CharFace\CFID_0\CharID_185-0","11","245682"
"DFPJ\CharFace\CFID_0\CharID_185-1","20","462470"
"DFPJ\CharFace\CFID_0\CharID_185-2","16","294786"
"DFPJ\CharFace\CFID_0\CharID_185-3","22","408776"
"DFPJ\CharFace\CFID_0\CharID_185-4","15","325694"
"DFPJ\CharFace\CFID_0\CharID_186-1","13","268362"
"DFPJ\CharFace\CFID_0\CharID_186-2","15","252784"
"DFPJ\CharFace\CFID_0\CharID_186-3","15","288496"
"DFPJ\CharFace\CFID_0\CharID_186-4","15","347596"
"DFPJ\CharFace\CFID_0\CharID_187-0","11","231010"
"DFPJ\CharFace\CFID_0\CharID_187-1","13","180534"
"DFPJ\CharFace\CFID_0\CharID_187-2","14","249404"
"DFPJ\CharFace\CFID_0\CharID_187-3","14","187806"
"DFPJ\CharFace\CFID_0\CharID_187-4","14","337500"
"DFPJ\CharFace\CFID_0\CharID_188-1","15","311356"
"DFPJ\CharFace\CFID_0\CharID_188-2","15","360038"
"DFPJ\CharFace\CFID_0\CharID_188-3","17","334326"
"DFPJ\CharFace\CFID_0\CharID_188-4","17","455662"
"DFPJ\CharFace\CFID_0\CharID_189-1","15","353748"
"DFPJ\CharFace\CFID_0\CharID_189-2","16","340974"
"DFPJ\CharFace\CFID_0\CharID_189-3","16","331946"
"DFPJ\CharFace\CFID_0\CharID_189-4","16","378794"
"DFPJ\CharFace\CFID_0\CharID_19-0","11","338600"
"DFPJ\CharFace\CFID_0\CharID_19-1","20","649768"
"DFPJ\CharFace\CFID_0\CharID_19-24","27","484280"
"DFPJ\CharFace\CFID_0\CharID_19-25","16","441252"
"DFPJ\CharFace\CFID_0\CharID_19-3","22","615866"
"DFPJ\CharFace\CFID_0\CharID_19-4","16","412306"
"DFPJ\CharFace\CFID_0\CharID_190-1","13","320018"
"DFPJ\CharFace\CFID_0\CharID_190-2","17","430916"
"DFPJ\CharFace\CFID_0\CharID_190-3","14","311092"
"DFPJ\CharFace\CFID_0\CharID_190-4","16","384616"
"DFPJ\CharFace\CFID_0\CharID_191-1","13","358924"
"DFPJ\CharFace\CFID_0\CharID_191-2","16","493700"
"DFPJ\CharFace\CFID_0\CharID_191-3","14","371802"
"DFPJ\CharFace\CFID_0\CharID_191-4","16","434310"
"DFPJ\CharFace\CFID_0\CharID_2-0","11","208850"
"DFPJ\CharFace\CFID_0\CharID_2-1","20","537806"
"DFPJ\CharFace\CFID_0\CharID_2-2","16","316704"
"DFPJ\CharFace\CFID_0\CharID_2-3","16","327554"
"DFPJ\CharFace\CFID_0\CharID_2-4","14","396834"
"DFPJ\CharFace\CFID_0\CharID_2-5","20","568754"
"DFPJ\CharFace\CFID_0\CharID_2-6","16","450224"
"DFPJ\CharFace\CFID_0\CharID_20-0","11","186594"
"DFPJ\CharFace\CFID_0\CharID_20-1","13","274498"
"DFPJ\CharFace\CFID_0\CharID_20-2","14","177362"
"DFPJ\CharFace\CFID_0\CharID_20-26","14","295436"
"DFPJ\CharFace\CFID_0\CharID_20-3","14","283332"
"DFPJ\CharFace\CFID_0\CharID_20-4","14","312898"
"DFPJ\CharFace\CFID_0\CharID_21-1","12","252120"
"DFPJ\CharFace\CFID_0\CharID_21-2","22","383568"
"DFPJ\CharFace\CFID_0\CharID_21-3","14","213320"
"DFPJ\CharFace\CFID_0\CharID_21-4","14","319420"
"DFPJ\CharFace\CFID_0\CharID_22-0","11","300536"
"DFPJ\CharFace\CFID_0\CharID_22-1","13","414280"
"DFPJ\CharFace\CFID_0\CharID_22-2","14","369116"
"DFPJ\CharFace\CFID_0\CharID_22-27","14","415004"
"DFPJ\CharFace\CFID_0\CharID_22-3","14","344864"
"DFPJ\CharFace\CFID_0\CharID_23-1","13","400232"
"DFPJ\CharFace\CFID_0\CharID_23-2","22","563476"
"DFPJ\CharFace\CFID_0\CharID_23-3","14","397234"
"DFPJ\CharFace\CFID_0\CharID_23-4","14","320438"
"DFPJ\CharFace\CFID_0\CharID_24-0","11","240042"
"DFPJ\CharFace\CFID_0\CharID_24-1","14","329904"
"DFPJ\CharFace\CFID_0\CharID_24-2","16","296028"
"DFPJ\CharFace\CFID_0\CharID_24-28","14","350024"
"DFPJ\CharFace\CFID_0\CharID_24-3","14","310808"
"DFPJ\CharFace\CFID_0\CharID_24-4","5","128940"
"DFPJ\CharFace\CFID_0\CharID_25-0","10","195248"
"DFPJ\CharFace\CFID_0\CharID_25-1","32","833624"
"DFPJ\CharFace\CFID_0\CharID_25-10","15","257144"
"DFPJ\CharFace\CFID_0\CharID_25-27","16","319228"
"DFPJ\CharFace\CFID_0\CharID_25-29","15","380240"
"DFPJ\CharFace\CFID_0\CharID_25-30","23","519498"
"DFPJ\CharFace\CFID_0\CharID_25-31","15","338936"
"DFPJ\CharFace\CFID_0\CharID_25-32","16","475690"
"DFPJ\CharFace\CFID_0\CharID_25-33","30","624900"
"DFPJ\CharFace\CFID_0\CharID_25-34","30","627462"
"DFPJ\CharFace\CFID_0\CharID_25-35","13","268198"
"DFPJ\CharFace\CFID_0\CharID_25-36","18","481460"
"DFPJ\CharFace\CFID_0\CharID_25-37","10","223468"
"DFPJ\CharFace\CFID_0\CharID_25-38","14","226050"
"DFPJ\CharFace\CFID_0\CharID_25-4","17","416104"
"DFPJ\CharFace\CFID_0\CharID_26-1","13","330468"
"DFPJ\CharFace\CFID_0\CharID_26-2","22","593694"
"DFPJ\CharFace\CFID_0\CharID_26-3","14","325268"
"DFPJ\CharFace\CFID_0\CharID_26-4","14","273442"
"DFPJ\CharFace\CFID_0\CharID_27-0","11","265920"
"DFPJ\CharFace\CFID_0\CharID_27-1","25","750006"
"DFPJ\CharFace\CFID_0\CharID_27-2","16","356432"
"DFPJ\CharFace\CFID_0\CharID_27-3","27","788428"
"DFPJ\CharFace\CFID_0\CharID_27-39","17","385682"
"DFPJ\CharFace\CFID_0\CharID_27-40","5","86538"
"DFPJ\CharFace\CFID_0\CharID_27-41","5","102256"
"DFPJ\CharFace\CFID_0\CharID_27-42","5","99690"
"DFPJ\CharFace\CFID_0\CharID_28-0","11","301450"
"DFPJ\CharFace\CFID_0\CharID_28-1","25","843036"
"DFPJ\CharFace\CFID_0\CharID_28-13","16","427424"
"DFPJ\CharFace\CFID_0\CharID_28-3","27","881922"
"DFPJ\CharFace\CFID_0\CharID_28-4","17","469964"
"DFPJ\CharFace\CFID_0\CharID_28-43","31","622846"
"DFPJ\CharFace\CFID_0\CharID_29-0","11","232294"
"DFPJ\CharFace\CFID_0\CharID_29-1","13","288806"
"DFPJ\CharFace\CFID_0\CharID_29-2","14","175748"
"DFPJ\CharFace\CFID_0\CharID_29-3","14","279520"
"DFPJ\CharFace\CFID_0\CharID_29-4","15","268214"
"DFPJ\CharFace\CFID_0\CharID_3-0","11","275658"
"DFPJ\CharFace\CFID_0\CharID_3-1","16","403682"
"DFPJ\CharFace\CFID_0\CharID_3-3","15","364788"
"DFPJ\CharFace\CFID_0\CharID_3-4","33","962266"
"DFPJ\CharFace\CFID_0\CharID_3-7","27","567358"
"DFPJ\CharFace\CFID_0\CharID_3-8","16","321234"
"DFPJ\CharFace\CFID_0\CharID_30-0","11","241728"
"DFPJ\CharFace\CFID_0\CharID_30-1","20","459886"
"DFPJ\CharFace\CFID_0\CharID_30-2","16","232542"
"DFPJ\CharFace\CFID_0\CharID_30-3","22","395460"
"DFPJ\CharFace\CFID_0\CharID_30-4","17","311726"
"DFPJ\CharFace\CFID_0\CharID_31-0","11","290812"
"DFPJ\CharFace\CFID_0\CharID_31-1","17","348464"
"DFPJ\CharFace\CFID_0\CharID_31-2","16","316198"
"DFPJ\CharFace\CFID_0\CharID_31-3","18","346672"
"DFPJ\CharFace\CFID_0\CharID_31-4","16","426996"
"DFPJ\CharFace\CFID_0\CharID_32-0","11","190084"
"DFPJ\CharFace\CFID_0\CharID_32-1","21","503704"
"DFPJ\CharFace\CFID_0\CharID_32-2","17","286610"
"DFPJ\CharFace\CFID_0\CharID_32-3","22","442786"
"DFPJ\CharFace\CFID_0\CharID_32-9","15","275492"
"DFPJ\CharFace\CFID_0\CharID_33-2","54","685202"
"DFPJ\CharFace\CFID_0\CharID_34-0","11","244758"
"DFPJ\CharFace\CFID_0\CharID_34-1","13","334618"
"DFPJ\CharFace\CFID_0\CharID_34-2","14","237174"
"DFPJ\CharFace\CFID_0\CharID_34-26","16","340720"
"DFPJ\CharFace\CFID_0\CharID_34-3","14","342924"
"DFPJ\CharFace\CFID_0\CharID_34-4","16","300100"
"DFPJ\CharFace\CFID_0\CharID_35-0","11","204742"
"DFPJ\CharFace\CFID_0\CharID_35-1","13","359814"
"DFPJ\CharFace\CFID_0\CharID_35-2","14","224340"
"DFPJ\CharFace\CFID_0\CharID_35-3","14","354572"
"DFPJ\CharFace\CFID_0\CharID_35-4","14","248614"
"DFPJ\CharFace\CFID_0\CharID_36-0","11","353012"
"DFPJ\CharFace\CFID_0\CharID_36-1","13","399678"
"DFPJ\CharFace\CFID_0\CharID_36-2","13","375454"
"DFPJ\CharFace\CFID_0\CharID_36-3","14","414176"
"DFPJ\CharFace\CFID_0\CharID_36-4","16","395244"
"DFPJ\CharFace\CFID_0\CharID_37-0","11","277044"
"DFPJ\CharFace\CFID_0\CharID_37-1","20","368088"
"DFPJ\CharFace\CFID_0\CharID_37-150","7","122874"
"DFPJ\CharFace\CFID_0\CharID_37-151","22","295858"
"DFPJ\CharFace\CFID_0\CharID_37-2","19","325732"
"DFPJ\CharFace\CFID_0\CharID_37-3","23","374542"
"DFPJ\CharFace\CFID_0\CharID_37-4","15","249374"
"DFPJ\CharFace\CFID_0\CharID_38-0","11","217466"
"DFPJ\CharFace\CFID_0\CharID_38-1","26","558330"
"DFPJ\CharFace\CFID_0\CharID_38-3","29","519328"
"DFPJ\CharFace\CFID_0\CharID_38-44","29","477656"
"DFPJ\CharFace\CFID_0\CharID_38-45","20","308940"
"DFPJ\CharFace\CFID_0\CharID_38-46","25","416350"
"DFPJ\CharFace\CFID_0\CharID_38-47","19","279112"
"DFPJ\CharFace\CFID_0\CharID_38-48","13","204814"
"DFPJ\CharFace\CFID_0\CharID_39-0","11","276848"
"DFPJ\CharFace\CFID_0\CharID_39-1","13","347800"
"DFPJ\CharFace\CFID_0\CharID_39-2","27","760762"
"DFPJ\CharFace\CFID_0\CharID_39-3","14","353726"
"DFPJ\CharFace\CFID_0\CharID_39-9","22","616212"
"DFPJ\CharFace\CFID_0\CharID_4-0","11","250650"
"DFPJ\CharFace\CFID_0\CharID_4-1","30","688260"
"DFPJ\CharFace\CFID_0\CharID_4-2","15","344592"
"DFPJ\CharFace\CFID_0\CharID_4-3","15","235246"
"DFPJ\CharFace\CFID_0\CharID_4-4","28","663626"
"DFPJ\CharFace\CFID_0\CharID_40-2","9","122762"
"DFPJ\CharFace\CFID_0\CharID_41-0","12","297288"
"DFPJ\CharFace\CFID_0\CharID_41-1","13","294886"
"DFPJ\CharFace\CFID_0\CharID_41-2","14","410570"
"DFPJ\CharFace\CFID_0\CharID_41-3","15","319004"
"DFPJ\CharFace\CFID_0\CharID_41-4","15","393514"
"DFPJ\CharFace\CFID_0\CharID_42-0","12","271544"
"DFPJ\CharFace\CFID_0\CharID_42-1","13","307738"
"DFPJ\CharFace\CFID_0\CharID_42-2","14","389202"
"DFPJ\CharFace\CFID_0\CharID_42-3","14","315250"
"DFPJ\CharFace\CFID_0\CharID_42-4","14","394804"
"DFPJ\CharFace\CFID_0\CharID_43-2","54","888322"
"DFPJ\CharFace\CFID_0\CharID_44-1","13","421854"
"DFPJ\CharFace\CFID_0\CharID_44-2","22","484114"
"DFPJ\CharFace\CFID_0\CharID_44-3","14","405104"
"DFPJ\CharFace\CFID_0\CharID_44-4","15","287704"
"DFPJ\CharFace\CFID_0\CharID_45-0","11","247916"
"DFPJ\CharFace\CFID_0\CharID_45-2","14","201674"
"DFPJ\CharFace\CFID_0\CharID_45-27","14","334148"
"DFPJ\CharFace\CFID_0\CharID_45-3","14","303572"
"DFPJ\CharFace\CFID_0\CharID_46-49","14","272600"
"DFPJ\CharFace\CFID_0\CharID_46-50","14","260216"
"DFPJ\CharFace\CFID_0\CharID_46-51","14","218716"
"DFPJ\CharFace\CFID_0\CharID_47-17","14","251108"
"DFPJ\CharFace\CFID_0\CharID_47-18","14","244656"
"DFPJ\CharFace\CFID_0\CharID_47-19","14","230616"
"DFPJ\CharFace\CFID_0\CharID_48-0","11","279846"
"DFPJ\CharFace\CFID_0\CharID_48-1","20","710800"
"DFPJ\CharFace\CFID_0\CharID_48-2","14","280158"
"DFPJ\CharFace\CFID_0\CharID_48-3","22","694586"
"DFPJ\CharFace\CFID_0\CharID_48-4","16","338266"
"DFPJ\CharFace\CFID_0\CharID_49-0","12","306804"
"DFPJ\CharFace\CFID_0\CharID_49-1","13","269802"
"DFPJ\CharFace\CFID_0\CharID_49-2","15","312456"
"DFPJ\CharFace\CFID_0\CharID_49-3","15","296072"
"DFPJ\CharFace\CFID_0\CharID_49-4","15","380594"
"DFPJ\CharFace\CFID_0\CharID_5-0","11","242072"
"DFPJ\CharFace\CFID_0\CharID_5-1","20","481500"
"DFPJ\CharFace\CFID_0\CharID_5-2","16","214084"
"DFPJ\CharFace\CFID_0\CharID_5-3","22","465712"
"DFPJ\CharFace\CFID_0\CharID_5-9","22","616084"
"DFPJ\CharFace\CFID_0\CharID_50-0","11","286182"
"DFPJ\CharFace\CFID_0\CharID_50-1","13","330292"
"DFPJ\CharFace\CFID_0\CharID_50-2","14","343690"
"DFPJ\CharFace\CFID_0\CharID_50-3","13","314542"
"DFPJ\CharFace\CFID_0\CharID_50-4","14","374922"
"DFPJ\CharFace\CFID_0\CharID_51-0","11","208036"
"DFPJ\CharFace\CFID_0\CharID_51-1","20","343376"
"DFPJ\CharFace\CFID_0\CharID_51-2","16","233064"
"DFPJ\CharFace\CFID_0\CharID_51-3","22","292130"
"DFPJ\CharFace\CFID_0\CharID_51-4","17","271542"
"DFPJ\CharFace\CFID_0\CharID_52-0","11","233660"
"DFPJ\CharFace\CFID_0\CharID_52-2","16","254146"
"DFPJ\CharFace\CFID_0\CharID_52-27","23","512420"
"DFPJ\CharFace\CFID_0\CharID_52-3","14","217600"
"DFPJ\CharFace\CFID_0\CharID_52-52","15","223040"
"DFPJ\CharFace\CFID_0\CharID_52-53","23","463322"
"DFPJ\CharFace\CFID_0\CharID_53-0","11","293492"
"DFPJ\CharFace\CFID_0\CharID_53-1","13","302728"
"DFPJ\CharFace\CFID_0\CharID_53-2","14","356752"
"DFPJ\CharFace\CFID_0\CharID_53-3","14","313992"
"DFPJ\CharFace\CFID_0\CharID_53-4","14","408256"
"DFPJ\CharFace\CFID_0\CharID_54-0","11","257058"
"DFPJ\CharFace\CFID_0\CharID_54-1","24","532238"
"DFPJ\CharFace\CFID_0\CharID_54-2","20","363400"
"DFPJ\CharFace\CFID_0\CharID_54-3","25","452784"
"DFPJ\CharFace\CFID_0\CharID_54-9","16","305896"
"DFPJ\CharFace\CFID_0\CharID_55-0","11","334748"
"DFPJ\CharFace\CFID_0\CharID_55-1","21","790562"
"DFPJ\CharFace\CFID_0\CharID_55-2","14","369776"
"DFPJ\CharFace\CFID_0\CharID_55-27","25","852906"
"DFPJ\CharFace\CFID_0\CharID_55-4","15","316104"
"DFPJ\CharFace\CFID_0\CharID_55-54","23","704910"
"DFPJ\CharFace\CFID_0\CharID_56-0","11","296200"
"DFPJ\CharFace\CFID_0\CharID_56-1","14","354744"
"DFPJ\CharFace\CFID_0\CharID_56-2","14","245826"
"DFPJ\CharFace\CFID_0\CharID_56-3","16","376286"
"DFPJ\CharFace\CFID_0\CharID_56-4","14","224656"
"DFPJ\CharFace\CFID_0\CharID_57-0","11","284500"
"DFPJ\CharFace\CFID_0\CharID_57-1","24","592604"
"DFPJ\CharFace\CFID_0\CharID_57-10","15","271744"
"DFPJ\CharFace\CFID_0\CharID_57-2","14","222542"
"DFPJ\CharFace\CFID_0\CharID_57-3","26","588716"
"DFPJ\CharFace\CFID_0\CharID_57-38","14","192054"
"DFPJ\CharFace\CFID_0\CharID_57-4","14","305348"
"DFPJ\CharFace\CFID_0\CharID_58-1","13","231866"
"DFPJ\CharFace\CFID_0\CharID_58-2","22","401956"
"DFPJ\CharFace\CFID_0\CharID_58-3","14","197130"
"DFPJ\CharFace\CFID_0\CharID_58-4","13","196612"
"DFPJ\CharFace\CFID_0\CharID_59-0","11","216144"
"DFPJ\CharFace\CFID_0\CharID_59-1","22","549994"
"DFPJ\CharFace\CFID_0\CharID_59-2","21","282662"
"DFPJ\CharFace\CFID_0\CharID_59-3","24","504560"
"DFPJ\CharFace\CFID_0\CharID_59-33","14","215776"
"DFPJ\CharFace\CFID_0\CharID_59-34","14","240486"
"DFPJ\CharFace\CFID_0\CharID_59-4","21","483756"
"DFPJ\CharFace\CFID_0\CharID_6-0","11","317924"
"DFPJ\CharFace\CFID_0\CharID_6-1","20","511278"
"DFPJ\CharFace\CFID_0\CharID_6-2","16","378294"
"DFPJ\CharFace\CFID_0\CharID_6-3","22","509536"
"DFPJ\CharFace\CFID_0\CharID_6-9","22","764318"
"DFPJ\CharFace\CFID_0\CharID_60-0","11","271596"
"DFPJ\CharFace\CFID_0\CharID_60-1","13","379272"
"DFPJ\CharFace\CFID_0\CharID_60-2","14","242600"
"DFPJ\CharFace\CFID_0\CharID_60-3","14","343344"
"DFPJ\CharFace\CFID_0\CharID_60-4","14","254330"
"DFPJ\CharFace\CFID_0\CharID_61-0","11","215722"
"DFPJ\CharFace\CFID_0\CharID_61-1","12","243858"
"DFPJ\CharFace\CFID_0\CharID_61-2","8","139654"
"DFPJ\CharFace\CFID_0\CharID_61-3","14","233030"
"DFPJ\CharFace\CFID_0\CharID_61-4","13","348808"
"DFPJ\CharFace\CFID_0\CharID_62-0","12","305552"
"DFPJ\CharFace\CFID_0\CharID_62-1","13","384652"
"DFPJ\CharFace\CFID_0\CharID_62-2","14","302764"
"DFPJ\CharFace\CFID_0\CharID_62-3","14","376680"
"DFPJ\CharFace\CFID_0\CharID_62-4","14","276700"
"DFPJ\CharFace\CFID_0\CharID_63-0","11","214970"
"DFPJ\CharFace\CFID_0\CharID_63-1","13","276398"
"DFPJ\CharFace\CFID_0\CharID_63-2","13","239440"
"DFPJ\CharFace\CFID_0\CharID_63-3","14","288664"
"DFPJ\CharFace\CFID_0\CharID_63-4","15","293448"
"DFPJ\CharFace\CFID_0\CharID_64-0","11","244678"
"DFPJ\CharFace\CFID_0\CharID_64-1","10","224904"
"DFPJ\CharFace\CFID_0\CharID_64-2","20","343282"
"DFPJ\CharFace\CFID_0\CharID_64-3","10","200500"
"DFPJ\CharFace\CFID_0\CharID_64-38","14","187806"
"DFPJ\CharFace\CFID_0\CharID_64-4","14","296936"
"DFPJ\CharFace\CFID_0\CharID_65-1","13","316368"
"DFPJ\CharFace\CFID_0\CharID_65-2","22","574020"
"DFPJ\CharFace\CFID_0\CharID_65-3","14","318626"
"DFPJ\CharFace\CFID_0\CharID_65-4","14","385680"
"DFPJ\CharFace\CFID_0\CharID_66-1","14","344404"
"DFPJ\CharFace\CFID_0\CharID_66-2","16","325376"
"DFPJ\CharFace\CFID_0\CharID_66-3","16","358088"
"DFPJ\CharFace\CFID_0\CharID_66-4","25","702848"
"DFPJ\CharFace\CFID_0\CharID_67-2","54","1010224"
"DFPJ\CharFace\CFID_0\CharID_68-0","11","229478"
"DFPJ\CharFace\CFID_0\CharID_68-1","20","440042"
"DFPJ\CharFace\CFID_0\CharID_68-2","16","252610"
"DFPJ\CharFace\CFID_0\CharID_68-3","22","397328"
"DFPJ\CharFace\CFID_0\CharID_68-9","14","237810"
"DFPJ\CharFace\CFID_0\CharID_69-2","14","252002"
"DFPJ\CharFace\CFID_0\CharID_7-0","11","261508"
"DFPJ\CharFace\CFID_0\CharID_7-1","20","399440"
"DFPJ\CharFace\CFID_0\CharID_7-10","17","224048"
"DFPJ\CharFace\CFID_0\CharID_7-2","15","239030"
"DFPJ\CharFace\CFID_0\CharID_7-3","22","397888"
"DFPJ\CharFace\CFID_0\CharID_7-4","14","276068"
"DFPJ\CharFace\CFID_0\CharID_70-0","12","299990"
"DFPJ\CharFace\CFID_0\CharID_70-1","13","335306"
"DFPJ\CharFace\CFID_0\CharID_70-2","16","284826"
"DFPJ\CharFace\CFID_0\CharID_70-3","14","308764"
"DFPJ\CharFace\CFID_0\CharID_70-4","17","448026"
"DFPJ\CharFace\CFID_0\CharID_71-0","11","233258"
"DFPJ\CharFace\CFID_0\CharID_71-1","13","301266"
"DFPJ\CharFace\CFID_0\CharID_71-2","14","193946"
"DFPJ\CharFace\CFID_0\CharID_71-3","14","281486"
"DFPJ\CharFace\CFID_0\CharID_71-4","15","193660"
"DFPJ\CharFace\CFID_0\CharID_72-0","11","271094"
"DFPJ\CharFace\CFID_0\CharID_72-1","13","306400"
"DFPJ\CharFace\CFID_0\CharID_72-2","14","301236"
"DFPJ\CharFace\CFID_0\CharID_72-3","14","311872"
"DFPJ\CharFace\CFID_0\CharID_72-4","16","465826"
"DFPJ\CharFace\CFID_0\CharID_73-0","11","191794"
"DFPJ\CharFace\CFID_0\CharID_73-1","20","605380"
"DFPJ\CharFace\CFID_0\CharID_73-2","16","295026"
"DFPJ\CharFace\CFID_0\CharID_73-3","22","580918"
"DFPJ\CharFace\CFID_0\CharID_73-4","22","609792"
"DFPJ\CharFace\CFID_0\CharID_74-0","11","213060"
"DFPJ\CharFace\CFID_0\CharID_74-1","13","267104"
"DFPJ\CharFace\CFID_0\CharID_74-2","14","248034"
"DFPJ\CharFace\CFID_0\CharID_74-3","14","277234"
"DFPJ\CharFace\CFID_0\CharID_74-4","14","282968"
"DFPJ\CharFace\CFID_0\CharID_75-1","16","353462"
"DFPJ\CharFace\CFID_0\CharID_75-2","23","531504"
"DFPJ\CharFace\CFID_0\CharID_75-3","16","324636"
"DFPJ\CharFace\CFID_0\CharID_75-4","18","392560"
"DFPJ\CharFace\CFID_0\CharID_76-0","10","144030"
"DFPJ\CharFace\CFID_0\CharID_76-1","21","246186"
"DFPJ\CharFace\CFID_0\CharID_76-2","21","168684"
"DFPJ\CharFace\CFID_0\CharID_76-3","19","210982"
"DFPJ\CharFace\CFID_0\CharID_76-4","19","278324"
"DFPJ\CharFace\CFID_0\CharID_77-0","11","233870"
"DFPJ\CharFace\CFID_0\CharID_77-1","25","477228"
"DFPJ\CharFace\CFID_0\CharID_77-2","16","277908"
"DFPJ\CharFace\CFID_0\CharID_77-3","28","534470"
"DFPJ\CharFace\CFID_0\CharID_77-4","16","505110"
"DFPJ\CharFace\CFID_0\CharID_77-55","14","265262"
"DFPJ\CharFace\CFID_0\CharID_78-15","6","57940"
"DFPJ\CharFace\CFID_0\CharID_79-1","13","212396"
"DFPJ\CharFace\CFID_0\CharID_79-2","22","506510"
"DFPJ\CharFace\CFID_0\CharID_79-3","14","209430"
"DFPJ\CharFace\CFID_0\CharID_79-4","16","374636"
"DFPJ\CharFace\CFID_0\CharID_8-0","10","257974"
"DFPJ\CharFace\CFID_0\CharID_8-1","13","257574"
"DFPJ\CharFace\CFID_0\CharID_8-11","10","130618"
"DFPJ\CharFace\CFID_0\CharID_8-12","10","130668"
"DFPJ\CharFace\CFID_0\CharID_8-13","14","237884"
"DFPJ\CharFace\CFID_0\CharID_8-14","10","162428"
"DFPJ\CharFace\CFID_0\CharID_8-2","9","165586"
"DFPJ\CharFace\CFID_0\CharID_8-4","14","265538"
"DFPJ\CharFace\CFID_0\CharID_80-0","11","249034"
"DFPJ\CharFace\CFID_0\CharID_80-27","14","341756"
"DFPJ\CharFace\CFID_0\CharID_80-3","15","301280"
"DFPJ\CharFace\CFID_0\CharID_80-56","27","515750"
"DFPJ\CharFace\CFID_0\CharID_80-57","16","300450"
"DFPJ\CharFace\CFID_0\CharID_81-0","11","245944"
"DFPJ\CharFace\CFID_0\CharID_81-1","13","325568"
"DFPJ\CharFace\CFID_0\CharID_81-2","14","236670"
"DFPJ\CharFace\CFID_0\CharID_81-3","14","333244"
"DFPJ\CharFace\CFID_0\CharID_81-4","14","293488"
"DFPJ\CharFace\CFID_0\CharID_82-0","11","263572"
"DFPJ\CharFace\CFID_0\CharID_82-1","20","509144"
"DFPJ\CharFace\CFID_0\CharID_82-3","22","492182"
"DFPJ\CharFace\CFID_0\CharID_82-4","14","258830"
"DFPJ\CharFace\CFID_0\CharID_82-58","27","492858"
"DFPJ\CharFace\CFID_0\CharID_82-59","16","314642"
"DFPJ\CharFace\CFID_0\CharID_83-0","11","236930"
"DFPJ\CharFace\CFID_0\CharID_83-1","13","366756"
"DFPJ\CharFace\CFID_0\CharID_83-2","13","277264"
"DFPJ\CharFace\CFID_0\CharID_83-3","14","366950"
"DFPJ\CharFace\CFID_0\CharID_83-4","14","272522"
"DFPJ\CharFace\CFID_0\CharID_84-0","11","259386"
"DFPJ\CharFace\CFID_0\CharID_84-1","20","728242"
"DFPJ\CharFace\CFID_0\CharID_84-2","15","304168"
"DFPJ\CharFace\CFID_0\CharID_84-3","23","758270"
"DFPJ\CharFace\CFID_0\CharID_84-4","23","708014"
"DFPJ\CharFace\CFID_0\CharID_85-0","11","298978"
"DFPJ\CharFace\CFID_0\CharID_85-1","20","576980"
"DFPJ\CharFace\CFID_0\CharID_85-2","14","338488"
"DFPJ\CharFace\CFID_0\CharID_85-3","22","565592"
"DFPJ\CharFace\CFID_0\CharID_85-4","14","298038"
"DFPJ\CharFace\CFID_0\CharID_86-60","11","299674"
"DFPJ\CharFace\CFID_0\CharID_86-61","20","399912"
"DFPJ\CharFace\CFID_0\CharID_86-62","17","257824"
