"Relative","Count","SrcBytes","DstBytes","ExitCode"
"GameData\BLDA\CharFace\CH0159","15","404764","36721","0"
"GameData\BLDA\CharFace\CH0160","10","320860","36396","0"
"GameData\BLDA\CharFace\CH0161","18","451388","39649","0"
"GameData\BLDA\CharFace\CH0162","15","565174","58020","0"
"GameData\BLDA\CharFace\CH0163","13","439690","40082","0"
"GameData\BLDA\CharFace\CH0164","29","871484","51375","0"
"GameData\BLDA\CharFace\CH0165","40","1183902","71061","0"
"GameData\BLDA\CharFace\CH0166","27","791928","54914","0"
"GameData\BLDA\CharFace\CH0167","22","710674","45574","0"
"GameData\BLDA\CharFace\CH0169","27","772636","54622","0"
"GameData\BLDA\CharFace\CH0170","12","376214","35751","0"
"GameData\BLDA\CharFace\CH0171","19","482266","39181","0"
"GameData\BLDA\CharFace\CH0172","16","576128","46236","0"
"GameData\BLDA\CharFace\CH0173","16","511686","42192","0"
"GameData\BLDA\CharFace\CH0174","20","728774","48758","0"
"GameData\BLDA\CharFace\CH0175","19","609530","70431","0"
"GameData\BLDA\CharFace\CH0176","20","672042","49378","0"
"GameData\BLDA\CharFace\CH0177","22","780488","50195","0"
"GameData\BLDA\CharFace\CH0178","18","642006","50889","0"
"GameData\BLDA\CharFace\CH0179","15","530480","58545","0"
"GameData\BLDA\CharFace\CH0180","13","453506","50587","0"
"GameData\BLDA\CharFace\CH0181","25","741320","51274","0"
"GameData\BLDA\CharFace\CH0182","19","678124","44877","0"
"GameData\BLDA\CharFace\CH0183","12","521020","50644","0"
"GameData\BLDA\CharFace\CH0184","19","409362","38973","0"
"GameData\BLDA\CharFace\CH0185","24","1008998","66113","0"
"GameData\BLDA\CharFace\CH0186","13","445776","42456","0"
"GameData\BLDA\CharFace\CH0187","11","449584","46598","0"
"GameData\BLDA\CharFace\CH0188","10","384848","39579","0"
"GameData\BLDA\CharFace\CH0189","21","647564","44990","0"
"GameData\BLDA\CharFace\CH0190","14","431020","34718","0"
"GameData\BLDA\CharFace\CH0191","17","656468","52124","0"
"GameData\BLDA\CharFace\CH0192","21","697074","54271","0"
"GameData\BLDA\CharFace\CH0193","18","653726","49855","0"
"GameData\BLDA\CharFace\CH0194","14","486096","45316","0"
"GameData\BLDA\CharFace\CH0195","13","379072","40317","0"
"GameData\BLDA\CharFace\CH0196","16","610390","51436","0"
"GameData\BLDA\CharFace\CH0197","14","482216","45366","0"
"GameData\BLDA\CharFace\CH0198","19","673454","62936","0"
"GameData\BLDA\CharFace\CH0199","12","480682","44113","0"
"GameData\BLDA\CharFace\CH0200","13","465178","46555","0"
"GameData\BLDA\CharFace\CH0201","15","527708","47185","0"
"GameData\BLDA\CharFace\CH0202","17","586072","48850","0"
"GameData\BLDA\CharFace\CH0203","14","444700","48576","0"
"GameData\BLDA\CharFace\CH0204","33","741126","52453","0"
"GameData\BLDA\CharFace\CH0205","24","860946","58279","0"
"GameData\BLDA\CharFace\CH0209","12","431364","41776","0"
"GameData\BLDA\CharFace\CH0210","16","498220","37933","0"
"GameData\BLDA\CharFace\CH0211","11","399922","41831","0"
"GameData\BLDA\CharFace\CH0212","33","971320","49591","0"
"GameData\BLDA\CharFace\CH0213","17","653900","51378","0"
"GameData\BLDA\CharFace\CH0214","13","404970","40493","0"
"GameData\BLDA\CharFace\CH0215","29","976124","56711","0"
"GameData\BLDA\CharFace\CH0216","33","1085338","71069","0"
"GameData\BLDA\CharFace\CH0217","33","1088004","76387","0"
"GameData\BLDA\CharFace\CH0218","31","984264","66669","0"
"GameData\BLDA\CharFace\CH0219","12","418322","47369","0"
"GameData\BLDA\CharFace\CH0220","15","455088","48138","0"
"GameData\BLDA\CharFace\CH0221","14","433806","44877","0"
"GameData\BLDA\CharFace\CH0222","21","386380","38936","0"
"GameData\BLDA\CharFace\CH0223","33","1215318","54077","0"
"GameData\BLDA\CharFace\CH0224","19","529330","46605","0"
"GameData\BLDA\CharFace\CH0225","20","482218","39970","0"
"GameData\BLDA\CharFace\CH0226","21","596082","37615","0"
"GameData\BLDA\CharFace\CH0227","28","953980","64027","0"
"GameData\BLDA\CharFace\CH0228","17","581832","46052","0"
"GameData\BLDA\CharFace\CH0229","22","698562","50595","0"
"GameData\BLDA\CharFace\CH0230","22","700236","47987","0"
"GameData\BLDA\CharFace\CH0231","18","551168","49373","0"
"GameData\BLDA\CharFace\CH0232","16","520136","48292","0"
"GameData\BLDA\CharFace\CH0233","18","437866","40820","0"
"GameData\BLDA\CharFace\CH0234","15","435540","41167","0"
"GameData\BLDA\CharFace\CH0235","16","416688","39868","0"
"GameData\BLDA\CharFace\CH0236","16","557372","51484","0"
"GameData\BLDA\CharFace\CH0238","18","496208","41069","0"
"GameData\BLDA\CharFace\CH0239","12","296208","33397","0"
"GameData\BLDA\CharFace\CH0240","22","809484","59835","0"
"GameData\BLDA\CharFace\CH0241","50","1452716","64061","0"
"GameData\BLDA\CharFace\CH0242","20","653690","49566","0"
"GameData\BLDA\CharFace\CH0243","23","677094","46193","0"
"GameData\BLDA\CharFace\CH0244","15","442798","32517","0"
"GameData\BLDA\CharFace\CH0245","23","728230","60928","0"
"GameData\BLDA\CharFace\CH0246","15","490186","46397","0"
"GameData\BLDA\CharFace\CH0247","15","387140","39218","0"
"GameData\BLDA\CharFace\CH0248","14","394658","38544","0"
"GameData\BLDA\CharFace\CH0249","15","483908","44912","0"
"GameData\BLDA\CharFace\CH0250","22","673258","52132","0"
"GameData\BLDA\CharFace\CH0251","17","474608","39270","0"
"GameData\BLDA\CharFace\CH0252","16","341004","30382","0"
"GameData\BLDA\CharFace\CH0253","20","672582","49119","0"
"GameData\BLDA\CharFace\CH0254","15","367974","37310","0"
"GameData\BLDA\CharFace\CH0255","14","438786","37812","0"
"GameData\BLDA\CharFace\CH0256","19","662278","49305","0"
"GameData\BLDA\CharFace\CH0257","13","372300","40141","0"
"GameData\BLDA\CharFace\CH0258","85","2504744","121188","0"
"GameData\BLDA\CharFace\CH0259","39","1035180","49083","0"
"GameData\BLDA\CharFace\CH0260","29","995692","47597","0"
"GameData\BLDA\CharFace\CH0261","18","714688","52955","0"
"GameData\BLDA\CharFace\CH0262","17","572894","49901","0"
"GameData\BLDA\CharFace\CH0263","12","449264","42077","0"
"GameData\BLDA\CharFace\CH0264","23","627144","45274","0"
"GameData\BLDA\CharFace\CH0265","20","507232","42999","0"
"GameData\BLDA\CharFace\CH0266","37","1169632","74509","0"
"GameData\BLDA\CharFace\CH0267","35","983412","47885","0"
"GameData\BLDA\CharFace\CH0268","13","403686","36768","0"
"GameData\BLDA\CharFace\CH0269","21","793822","49566","0"
"GameData\BLDA\CharFace\CH0270","16","452402","42640","0"
"GameData\BLDA\CharFace\CH0271","15","464556","38823","0"
"GameData\BLDA\CharFace\CH0272","24","634212","43082","0"
"GameData\BLDA\CharFace\CH0273","37","915960","48296","0"
"GameData\BLDA\CharFace\CH0274","45","1357926","72428","0"
"GameData\BLDA\CharFace\CH0275","33","1102202","54042","0"
"GameData\BLDA\CharFace\CH0276","41","1146298","59712","0"
"GameData\BLDA\CharFace\CH0277","27","746252","47594","0"
"GameData\BLDA\CharFace\CH0278","33","982684","54436","0"
"GameData\BLDA\CharFace\CH0279","19","547420","52880","0"
"GameData\BLDA\CharFace\CH0280","28","950350","59236","0"
"GameData\BLDA\CharFace\CH0283","27","771846","59102","0"
"GameData\BLDA\CharFace\CH0284","24","694910","53627","0"
"GameData\BLDA\CharFace\CH0285","14","383480","35704","0"
"GameData\BLDA\CharFace\CH0286","16","500364","41824","0"
"GameData\BLDA\CharFace\CH0287","15","460766","42028","0"
"GameData\BLDA\CharFace\CH0288","31","802466","59381","0"
"GameData\BLDA\CharFace\CH0289","24","384620","32223","0"
"GameData\BLDA\CharFace\CH0290","22","668980","49696","0"
"GameData\BLDA\CharFace\CH0291","16","502212","36151","0"
"GameData\BLDA\CharFace\CH0292","28","907490","56106","0"
"GameData\BLDA\CharFace\CH0293","47","1531572","68722","0"
"GameData\BLDA\CharFace\CH0294","32","733658","48044","0"
"GameData\BLDA\CharFace\CH0295","19","628188","40880","0"
"GameData\BLDA\CharFace\CH0296","17","455798","42734","0"
"GameData\BLDA\CharFace\CH0297","18","497388","34836","0"
"GameData\BLDA\CharFace\CH0298","17","481772","46738","0"
"GameData\BLDA\CharFace\CH0300","28","651378","43044","0"
"GameData\BLDA\CharFace\CH0301","23","659228","46064","0"
"GameData\BLDA\CharFace\CH0302","30","1029700","65182","0"
"GameData\BLDA\CharFace\CH0303","18","375140","30562","0"
"GameData\BLDA\CharFace\CH0304","55","1466738","93776","0"
"GameData\BLDA\CharFace\CH0305","33","1196730","62784","0"
"GameData\BLDA\CharFace\CH0306","27","744014","37455","0"
"GameData\BLDA\CharFace\CH0307","19","484396","37701","0"
"GameData\BLDA\CharFace\CH0308","12","334868","33449","0"
"GameData\BLDA\CharFace\CH0309","31","904992","52855","0"
"GameData\BLDA\CharFace\CH0310","18","394026","49659","0"
"GameData\BLDA\CharFace\CH0311","18","337994","33793","0"
"GameData\BLDA\CharFace\CH0312","17","434542","41943","0"
"GameData\BLDA\CharFace\CH0313","15","457304","39647","0"
"GameData\BLDA\CharFace\CH0314","20","607546","44702","0"
"GameData\BLDA\CharFace\CH0316","21","605444","45486","0"
"GameData\BLDA\CharFace\CH0317","41","1182848","62538","0"
"GameData\BLDA\CharFace\CH0318","38","1043970","62007","0"
"GameData\BLDA\CharFace\CH0319","34","1102976","63425","0"
"GameData\BLDA\CharFace\CH0323","19","506616","37762","0"
"GameData\BLDA\CharFace\CH0324","26","658744","48630","0"
"GameData\BLDA\CharFace\CH0325","27","798034","55827","0"
"GameData\BLDA\CharFace\CH0326","28","1039420","51135","0"
"GameData\BLDA\CharFace\CH0327","24","755840","45574","0"
"GameData\BLDA\CharFace\CH0328","19","554782","41739","0"
"GameData\BLDA\CharFace\CH0329","17","535566","47207","0"
"GameData\BLDA\CharFace\CH0331","18","406658","34997","0"
"GameData\BLDA\CharFace\CH0332","14","458434","38601","0"
"GameData\BLDA\CharFace\CH0333","11","356104","38252","0"
"GameData\BLDA\CharFace\CH0334","24","789376","45097","0"
"GameData\BLDA\CharFace\CH0335","37","959088","58869","0"
"GameData\BLDA\CharFace\CH0335_noweapon","36","931282","57795","0"
"GameData\BLDA\CharFace\CH0336","15","456146","39567","0"
"GameData\BLDA\CharFace\CH0337","22","593968","47337","0"
"GameData\BLDA\CharFace\CH9996","18","488122","38824","0"
"GameData\BLDA\CharFace\CH9997","15","422860","45248","0"
"GameData\BLDA\CharFace\CH9998","22","646300","47270","0"
"GameData\BLDA\CharFace\CH9999","18","608214","47662","0"
"GameData\BLDA\CharFace\cherino","21","690724","55819","0"
"GameData\BLDA\CharFace\chinatsu","11","442936","49945","0"
"GameData\BLDA\CharFace\chise","13","434384","46188","0"
"GameData\BLDA\CharFace\citizen_animal1","1","17366","18686","0"
"GameData\BLDA\CharFace\Citizen_animal5","1","24580","24102","0"
"GameData\BLDA\CharFace\Citizen_animal5_eyepatch","1","24344","23885","0"
"GameData\BLDA\CharFace\Citizen_animal6","1","15572","16337","0"
"GameData\BLDA\CharFace\Citizen_animal6_bandagespr","1","18418","19442","0"
"GameData\BLDA\CharFace\Citizen_animal7","1","14768","14718","0"
"GameData\BLDA\CharFace\citizen_borot1","15","226036","20762","0"
"GameData\BLDA\CharFace\citizen_borot2","1","14086","13738","0"
"GameData\BLDA\CharFace\Cook_GenbuStore_SG","12","372414","40368","0"
"GameData\BLDA\CharFace\eimi","10","365512","40172","0"
"GameData\BLDA\CharFace\engineer_animal3","1","19578","19015","0"
"GameData\BLDA\CharFace\erika","19","668562","47364","0"
"GameData\BLDA\CharFace\fuuka","12","498278","46895","0"
"GameData\BLDA\CharFace\fuuki_normal1","9","192192","20851","0"
"GameData\BLDA\CharFace\hanae","10","395630","50461","0"
"GameData\BLDA\CharFace\hanako","10","340796","38249","0"
"GameData\BLDA\CharFace\hare","9","234450","31916","0"
"GameData\BLDA\CharFace\haruka","17","475346","44858","0"
"GameData\BLDA\CharFace\haruna","12","416850","51362","0"
"GameData\BLDA\CharFace\hasumi","12","405332","42526","0"
"GameData\BLDA\CharFace\helmetdan_black1","1","19438","15582","0"
"GameData\BLDA\CharFace\helmetdan_red1","1","31006","27613","0"
"GameData\BLDA\CharFace\hibiki","17","652250","56181","0"
"GameData\BLDA\CharFace\hihumi","16","513920","41676","0"
"GameData\BLDA\CharFace\hihumi_robber","10","183342","22345","0"
"GameData\BLDA\CharFace\hina","24","782008","57863","0"
"GameData\BLDA\CharFace\hinata","9","283948","40610","0"
"GameData\BLDA\CharFace\hiyori","15","409482","36349","0"
"GameData\BLDA\CharFace\hoshino","21","669230","56372","0"
"GameData\BLDA\CharFace\hoshino_robber","10","284168","37490","0"
"GameData\BLDA\CharFace\hoshino_swimsuit","25","773036","57607","0"
"GameData\BLDA\CharFace\ibuki","21","822788","68645","0"
"GameData\BLDA\CharFace\iori","11","387746","38740","0"
"GameData\BLDA\CharFace\izumi","13","507482","57570","0"
"GameData\BLDA\CharFace\izumi_swimsuit","14","475510","56224","0"
"GameData\BLDA\CharFace\izuna","11","404004","46950","0"
"GameData\BLDA\CharFace\juri","16","564878","49975","0"
"GameData\BLDA\CharFace\Justice_normal1","7","121782","17605","0"
"GameData\BLDA\CharFace\kaede","18","660742","54156","0"
"GameData\BLDA\CharFace\kaitenranger_black","1","26672","25975","0"
"GameData\BLDA\CharFace\kaitenranger_green","1","28388","28146","0"
"GameData\BLDA\CharFace\kaitenranger_pink","1","26474","25554","0"
"GameData\BLDA\CharFace\kaitenranger_red","1","25604","24316","0"
"GameData\BLDA\CharFace\kaitenranger_yellow","1","25550","24228","0"
"GameData\BLDA\CharFace\karin","10","292480","33709","0"
"GameData\BLDA\CharFace\kayoko","11","333292","36577","0"
"GameData\BLDA\CharFace\kazusa","17","539866","41708","0"
"GameData\BLDA\CharFace\kirara","15","647368","55288","0"
"GameData\BLDA\CharFace\kirino","13","543924","49302","0"
"GameData\BLDA\CharFace\koharu","16","556504","50696","0"
"GameData\BLDA\CharFace\kotama","10","351650","41930","0"
"GameData\BLDA\CharFace\kotori","10","387834","81715","0"
"GameData\BLDA\CharFace\Maestro","1","14638","13716","0"
"GameData\BLDA\CharFace\mai","10","412086","49681","0"
"GameData\BLDA\CharFace\maki","11","315148","39012","0"
"GameData\BLDA\CharFace\mari","13","326442","33210","0"
"GameData\BLDA\CharFace\marina","16","385508","36799","0"
"GameData\BLDA\CharFace\market_animal2","1","23140","25146","0"
"GameData\BLDA\CharFace\mashiro","10","270228","28971","0"
"GameData\BLDA\CharFace\mashiro_swimsuit","11","364700","38571","0"
"GameData\BLDA\CharFace\midori","14","535064","45522","0"
"GameData\BLDA\CharFace\mimori","14","609666","55000","0"
"GameData\BLDA\CharFace\minori","11","404880","48581","0"
"GameData\BLDA\CharFace\misaki","45","1386886","67707","0"
"GameData\BLDA\CharFace\miyako","16","543876","45928","0"
"GameData\BLDA\CharFace\moe","22","876770","59646","0"
"GameData\BLDA\CharFace\momiji","11","253756","31510","0"
"GameData\BLDA\CharFace\momoi","12","504572","48456","0"
"GameData\BLDA\CharFace\momoka","50","1726066","62304","0"
"GameData\BLDA\CharFace\mutsuki","17","556562","49793","0"
"GameData\BLDA\CharFace\mutsuki_newyear","13","381210","40074","0"
"GameData\BLDA\CharFace\nagisa","28","842194","45691","0"
"GameData\BLDA\CharFace\neru","14","555088","54256","0"
"GameData\BLDA\CharFace\nodoka","11","254348","34704","0"
"GameData\BLDA\CharFace\nonomi","23","822248","53153","0"
"GameData\BLDA\CharFace\nonomi_robber","10","321930","36408","0"
"GameData\BLDA\CharFace\NP0001","13","492496","50820","0"
"GameData\BLDA\CharFace\NP0002","13","497918","51391","0"
"GameData\BLDA\CharFace\NP0003","10","339380","38051","0"
"GameData\BLDA\CharFace\NP0004","10","338614","38037","0"
"GameData\BLDA\CharFace\NP0005","10","338550","37875","0"
"GameData\BLDA\CharFace\NP0006","10","344338","38389","0"
"GameData\BLDA\CharFace\NP0007","16","534826","49406","0"
"GameData\BLDA\CharFace\NP0008","16","547130","50314","0"
"GameData\BLDA\CharFace\NP0009","9","247398","32441","0"
"GameData\BLDA\CharFace\NP0011","1","6444","7736","0"
"GameData\BLDA\CharFace\NP0012","63","1758064","80091","0"
"GameData\BLDA\CharFace\NP0013","19","374850","32363","0"
"GameData\BLDA\CharFace\NP0014","12","381702","47523","0"
"GameData\BLDA\CharFace\NP0015","26","688364","39104","0"
"GameData\BLDA\CharFace\NP0017","8","270770","40032","0"
"GameData\BLDA\CharFace\NP0018","1","10526","11107","0"
"GameData\BLDA\CharFace\NP0019","20","695996","52767","0"
"GameData\BLDA\CharFace\NP0020","13","477236","51319","0"
"GameData\BLDA\CharFace\NP0021","11","272854","29941","0"
"GameData\BLDA\CharFace\NP0022","9","207638","25021","0"
"GameData\BLDA\CharFace\NP0023","10","197224","20306","0"
"GameData\BLDA\CharFace\NP0024","10","260328","28542","0"
"GameData\BLDA\CharFace\NP0025","10","149850","16445","0"
"GameData\BLDA\CharFace\NP0026","10","287066","27536","0"
"GameData\BLDA\CharFace\NP0027","10","247330","24586","0"
"GameData\BLDA\CharFace\NP0028","9","200460","25452","0"
"GameData\BLDA\CharFace\NP0029","3","97506","31192","0"
"GameData\BLDA\CharFace\NP0030","15","182838","18022","0"
"GameData\BLDA\CharFace\NP0031","6","142718","29662","0"
"GameData\BLDA\CharFace\NP0032","11","390358","36287","0"
"GameData\BLDA\CharFace\NP0033","24","596142","48677","0"
"GameData\BLDA\CharFace\NP0034","1","19520","18102","0"
"GameData\BLDA\CharFace\NP0035","37","976862","110549","0"
"GameData\BLDA\CharFace\NP0036","9","204956","23903","0"
"GameData\BLDA\CharFace\NP0037","15","468514","44973","0"
"GameData\BLDA\CharFace\NP0038","15","389772","34375","0"
"GameData\BLDA\CharFace\NP0040","28","812714","42582","0"
"GameData\BLDA\CharFace\NP0041","33","1241300","75824","0"
"GameData\BLDA\CharFace\NP0042","1","14606","14308","0"
"GameData\BLDA\CharFace\NP0043","11","302162","36438","0"
"GameData\BLDA\CharFace\NP0044","23","847158","56099","0"
"GameData\BLDA\CharFace\NP0045","21","663388","56175","0"
"GameData\BLDA\CharFace\NP0046","10","343762","38672","0"
"GameData\BLDA\CharFace\NP0047","17","619106","50654","0"
"GameData\BLDA\CharFace\NP0048","19","639230","45746","0"
"GameData\BLDA\CharFace\NP0049","19","629272","51495","0"
"GameData\BLDA\CharFace\NP0050","11","320256","38631","0"
"GameData\BLDA\CharFace\NP0051","13","518388","57980","0"
"GameData\BLDA\CharFace\NP0052","11","398968","47106","0"
"GameData\BLDA\CharFace\NP0053","10","368160","47060","0"
"GameData\BLDA\CharFace\NP0054","19","660798","51753","0"
"GameData\BLDA\CharFace\NP0055","13","445114","46337","0"
"GameData\BLDA\CharFace\NP0056","11","348484","38467","0"
"GameData\BLDA\CharFace\NP0057","11","382706","40981","0"
"GameData\BLDA\CharFace\NP0058","18","471126","51506","0"
"GameData\BLDA\CharFace\NP0059","20","617274","51324","0"
"GameData\BLDA\CharFace\NP0060","7","110318","15988","0"
"GameData\BLDA\CharFace\NP0061","17","568948","48612","0"
"GameData\BLDA\CharFace\NP0062","10","269426","28586","0"
"GameData\BLDA\CharFace\NP0063","25","721168","42133","0"
"GameData\BLDA\CharFace\NP0064","10","269042","29830","0"
"GameData\BLDA\CharFace\NP0065","21","540792","39186","0"
"GameData\BLDA\CharFace\NP0066","20","615274","52518","0"
"GameData\BLDA\CharFace\NP0067","26","593006","45364","0"
"GameData\BLDA\CharFace\NP0068","10","391858","45214","0"
"GameData\BLDA\CharFace\NP0069","10","396334","51806","0"
"GameData\BLDA\CharFace\NP0070","14","454836","42781","0"
"GameData\BLDA\CharFace\NP0071","16","421662","38912","0"
"GameData\BLDA\CharFace\NP0072","32","982994","68247","0"
"GameData\BLDA\CharFace\NP0073","21","695672","53050","0"
"GameData\BLDA\CharFace\NP0074","1","28266","25723","0"
"GameData\BLDA\CharFace\NP0075","11","420392","47000","0"
"GameData\BLDA\CharFace\NP0076","12","438576","46320","0"
"GameData\BLDA\CharFace\NP0077","11","307522","33971","0"
"GameData\BLDA\CharFace\NP0078","11","456506","47535","0"
"GameData\BLDA\CharFace\NP0079","16","484602","40693","0"
"GameData\BLDA\CharFace\NP0080","11","484396","49829","0"
"GameData\BLDA\CharFace\NP0081","12","372930","34354","0"
"GameData\BLDA\CharFace\NP0082","12","312888","29254","0"
"GameData\BLDA\CharFace\NP0084","17","457456","31589","0"
"GameData\BLDA\CharFace\NP0085","1","21782","23639","0"
"GameData\BLDA\CharFace\NP0086","1","15918","17082","0"
"GameData\BLDA\CharFace\NP0087","1","17480","19296","0"
"GameData\BLDA\CharFace\NP0088","14","627284","60595","0"
"GameData\BLDA\CharFace\NP0089","14","592548","57677","0"
"GameData\BLDA\CharFace\NP0090","16","546792","46200","0"
"GameData\BLDA\CharFace\NP0091","4","81384","25840","0"
"GameData\BLDA\CharFace\NP0092","3","36370","13077","0"
"GameData\BLDA\CharFace\NP0093","3","35698","12605","0"
"GameData\BLDA\CharFace\NP0094","3","32280","12105","0"
"GameData\BLDA\CharFace\NP0095","1","16110","16689","0"
"GameData\BLDA\CharFace\NP0096","1","19534","17833","0"
"GameData\BLDA\CharFace\NP0097","20","516666","37867","0"
"GameData\BLDA\CharFace\NP0098","15","424988","37582","0"
"GameData\BLDA\CharFace\NP0099","19","453904","37152","0"
"GameData\BLDA\CharFace\NP0100","33","1028370","69545","0"
"GameData\BLDA\CharFace\NP0101","33","961600","67231","0"
"GameData\BLDA\CharFace\NP0102","33","1063942","70364","0"
"GameData\BLDA\CharFace\NP0103","1","26940","23444","0"
"GameData\BLDA\CharFace\NP0104","1","20498","18947","0"
"GameData\BLDA\CharFace\NP0105","13","508212","44013","0"
"GameData\BLDA\CharFace\NP0106","11","377756","35002","0"
"GameData\BLDA\CharFace\NP0107","11","254860","23933","0"
"GameData\BLDA\CharFace\NP0108","19","415528","36183","0"
"GameData\BLDA\CharFace\NP0109","11","328978","35388","0"
"GameData\BLDA\CharFace\NP0110","10","267658","31133","0"
"GameData\BLDA\CharFace\NP0111","18","565116","42411","0"
"GameData\BLDA\CharFace\NP0112","16","463768","38291","0"
"GameData\BLDA\CharFace\NP0113","1","30496","25014","0"
"GameData\BLDA\CharFace\NP0114","1","18496","17631","0"
"GameData\BLDA\CharFace\NP0115","1","38386","20015","0"
"GameData\BLDA\CharFace\NP0116","1","14618","11744","0"
"GameData\BLDA\CharFace\NP0118","11","326752","36824","0"
"GameData\BLDA\CharFace\NP0119","15","267468","23023","0"
"GameData\BLDA\CharFace\NP0121","11","296632","29512","0"
"GameData\BLDA\CharFace\NP0122","1","12470","11346","0"
"GameData\BLDA\CharFace\NP0123","11","342238","32163","0"
"GameData\BLDA\CharFace\NP0124","21","771448","50008","0"
"GameData\BLDA\CharFace\NP0125","12","484136","44789","0"
"GameData\BLDA\CharFace\NP0126","1","14526","15985","0"
"GameData\BLDA\CharFace\NP0129","27","698604","50899","0"
"GameData\BLDA\CharFace\NP0130","30","839354","49814","0"
"GameData\BLDA\CharFace\NP0131","26","524714","43444","0"
"GameData\BLDA\CharFace\NP0132","1","18360","17962","0"
"GameData\BLDA\CharFace\NP0133","1","24060","25206","0"
"GameData\BLDA\CharFace\NP0134","11","286122","29495","0"
"GameData\BLDA\CharFace\NP0135","1","19010","18823","0"
"GameData\BLDA\CharFace\NP0136","1","19366","19001","0"
"GameData\BLDA\CharFace\NP0137","1","23392","23841","0"
"GameData\BLDA\CharFace\NP0138","13","341330","28838","0"
"GameData\BLDA\CharFace\NP0139","16","576120","46902","0"
"GameData\BLDA\CharFace\NP0140","16","513028","41999","0"
"GameData\BLDA\CharFace\NP0141","20","679176","46271","0"
"GameData\BLDA\CharFace\NP0142","6","113044","23170","0"
"GameData\BLDA\CharFace\NP0143","1","24418","20013","0"
"GameData\BLDA\CharFace\NP0147","18","355472","32603","0"
"GameData\BLDA\CharFace\NP0148","19","299320","30430","0"
"GameData\BLDA\CharFace\NP0149","9","276742","30687","0"
"GameData\BLDA\CharFace\NP0150","8","188788","21277","0"
"GameData\BLDA\CharFace\NP0151","12","458476","44106","0"
"GameData\BLDA\CharFace\NP0152","7","215454","28409","0"
"GameData\BLDA\CharFace\NP0156","8","198362","22476","0"
"GameData\BLDA\CharFace\NP0157","8","217292","26679","0"
"GameData\BLDA\CharFace\NP0158","11","348546","33070","0"
"GameData\BLDA\CharFace\NP0159","10","259344","25264","0"
"GameData\BLDA\CharFace\NP0160","1","12382","11946","0"
"GameData\BLDA\CharFace\NP0161","16","237748","24392","0"
"GameData\BLDA\CharFace\NP0163","1","14458","15224","0"
"GameData\BLDA\CharFace\NP0164","20","545998","43289","0"
"GameData\BLDA\CharFace\NP0165","1","19598","21219","0"
"GameData\BLDA\CharFace\NP0166","25","743070","54722","0"
"GameData\BLDA\CharFace\NP0167","50","1563626","64994","0"
"GameData\BLDA\CharFace\NP0169","15","410980","44313","0"
"GameData\BLDA\CharFace\NP0171","11","344706","38913","0"
"GameData\BLDA\CharFace\NP0172","11","312990","35651","0"
"GameData\BLDA\CharFace\NP0173","31","903342","51500","0"
"GameData\BLDA\CharFace\NP0174","20","798238","58527","0"
"GameData\BLDA\CharFace\NP0175","17","626312","58030","0"
"GameData\BLDA\CharFace\NP0176","23","860084","55027","0"
"GameData\BLDA\CharFace\NP0177","15","520602","38979","0"
"GameData\BLDA\CharFace\NP0178","15","590220","48105","0"
"GameData\BLDA\CharFace\NP0179","85","2591058","115902","0"
"GameData\BLDA\CharFace\NP0180","1","15568","14266","0"
"GameData\BLDA\CharFace\NP0181","9","241102","29030","0"
"GameData\BLDA\CharFace\NP0182","11","361940","37578","0"
"GameData\BLDA\CharFace\NP0186","1","29574","22201","0"
"GameData\BLDA\CharFace\NP0195","11","343842","39078","0"
"GameData\BLDA\CharFace\NP0203","1","28472","27856","0"
"GameData\BLDA\CharFace\NP0204","31","930336","52763","0"
"GameData\BLDA\CharFace\NP0205","9","241812","31565","0"
"GameData\BLDA\CharFace\NP0206","37","978936","46067","0"
"GameData\BLDA\CharFace\NP0207","1","31762","29353","0"
"GameData\BLDA\CharFace\NP0208","1","29476","27110","0"
"GameData\BLDA\CharFace\NP0216","22","544050","39022","0"
"GameData\BLDA\CharFace\NP0217","18","528230","41164","0"
"GameData\BLDA\CharFace\NP0218","20","564592","38249","0"
"GameData\BLDA\CharFace\NP0219","20","656212","49416","0"
"GameData\BLDA\CharFace\NP0220","17","495232","44760","0"
"GameData\BLDA\CharFace\NP0221","18","486508","40788","0"
"GameData\BLDA\CharFace\NP0222","24","627254","40338","0"
"GameData\BLDA\CharFace\NP0223","18","476782","41141","0"
"GameData\BLDA\CharFace\NP0225","28","851582","57949","0"
"GameData\BLDA\CharFace\NP0226","23","570534","46928","0"
"GameData\BLDA\CharFace\NP0227","17","405360","35759","0"
"GameData\BLDA\CharFace\NP0228","17","612298","47243","0"
"GameData\BLDA\CharFace\NP0229","37","994392","47929","0"
"GameData\BLDA\CharFace\NP0231","12","405566","37658","0"
"GameData\BLDA\CharFace\NP0232","12","367100","36119","0"
"GameData\BLDA\CharFace\NP0233","17","555720","46047","0"
"GameData\BLDA\CharFace\NP0234","13","344322","31800","0"
"GameData\BLDA\CharFace\NP0235","31","882232","48378","0"
"GameData\BLDA\CharFace\NP0236","23","734170","45057","0"
"GameData\BLDA\CharFace\NP0237","18","632694","50888","0"
"GameData\BLDA\CharFace\NP0240","13","190024","25614","0"
"GameData\BLDA\CharFace\NP0241","29","652324","31668","0"
"GameData\BLDA\CharFace\NP0242","1","28120","25847","0"
"GameData\BLDA\CharFace\NP0244","2","30824","16943","0"
