"Relative","Count","SrcBytes","DstBytes","ExitCode"
"GameData\BLDA\CharFace\NP0245","8","246614","30205","0"
"GameData\BLDA\CharFace\NP0246","18","559778","42319","0"
"GameData\BLDA\CharFace\NP0247","1","16432","16960","0"
"GameData\BLDA\CharFace\NP0248","15","499890","39968","0"
"GameData\BLDA\CharFace\NP0250","1","19934","20395","0"
"GameData\BLDA\CharFace\NP0251","17","526634","42830","0"
"GameData\BLDA\CharFace\NP0252","11","263416","24945","0"
"GameData\BLDA\CharFace\NP0253","11","231668","23833","0"
"GameData\BLDA\CharFace\NP0254","16","547300","49022","0"
"GameData\BLDA\CharFace\NP0255","9","260126","29098","0"
"GameData\BLDA\CharFace\NP0256","13","336088","26657","0"
"GameData\BLDA\CharFace\NP0257","11","330222","37764","0"
"GameData\BLDA\CharFace\NP0262","27","306204","43313","0"
"GameData\BLDA\CharFace\NP0263","2","32858","17568","0"
"GameData\BLDA\CharFace\NP0266","1","26538","21863","0"
"GameData\BLDA\CharFace\NP0267","31","597464","44890","0"
"GameData\BLDA\CharFace\NP0268","23","474920","41471","0"
"GameData\BLDA\CharFace\NP0269","22","557606","45422","0"
"GameData\BLDA\CharFace\NP0276","10","404086","50795","0"
"GameData\BLDA\CharFace\NP0278","13","365844","35552","0"
"GameData\BLDA\CharFace\NP0281","24","839878","47358","0"
"GameData\BLDA\CharFace\NP0282","2","36208","19756","0"
"GameData\BLDA\CharFace\peroro","1","15040","16904","0"
"GameData\BLDA\CharFace\pina","12","401046","40851","0"
"GameData\BLDA\CharFace\pmcdirector","1","18462","17911","0"
"GameData\BLDA\CharFace\Police_Valkyrie_SG","12","336420","30490","0"
"GameData\BLDA\CharFace\reizyo","22","712698","42723","0"
"GameData\BLDA\CharFace\rin","87","2606662","75252","0"
"GameData\BLDA\CharFace\robot2_division","1","18688","17404","0"
"GameData\BLDA\CharFace\royalguard_redwinter1","1","32266","29978","0"
"GameData\BLDA\CharFace\sakurako","16","577372","48236","0"
"GameData\BLDA\CharFace\saori","63","1693282","77466","0"
"GameData\BLDA\CharFace\saya","11","440050","54405","0"
"GameData\BLDA\CharFace\saya_casual","10","326530","40402","0"
"GameData\BLDA\CharFace\schoolGirl01_SukebanSwim_SMG","10","330264","33062","0"
"GameData\BLDA\CharFace\schoolGirl02_SukebanSwim_MG","10","262496","26489","0"
"GameData\BLDA\CharFace\sena","10","326118","39858","0"
"GameData\BLDA\CharFace\serika","17","571868","75259","0"
"GameData\BLDA\CharFace\serika_newyear","18","637112","53367","0"
"GameData\BLDA\CharFace\serika_robber","17","563386","47854","0"
"GameData\BLDA\CharFace\serika_shibaseki","16","506744","44677","0"
"GameData\BLDA\CharFace\serina","10","406104","44820","0"
"GameData\BLDA\CharFace\shibasekimaster","1","21592","20360","0"
"GameData\BLDA\CharFace\shigure","15","512678","50354","0"
"GameData\BLDA\CharFace\shimiko","10","432818","48281","0"
"GameData\BLDA\CharFace\shinon","12","478798","51152","0"
"GameData\BLDA\CharFace\shiroko","21","789680","52721","0"
"GameData\BLDA\CharFace\shiroko_ridingsuit","10","440272","47030","0"
"GameData\BLDA\CharFace\shiroko_robber","21","694452","43829","0"
"GameData\BLDA\CharFace\shizuko","10","423088","54585","0"
"GameData\BLDA\CharFace\shun","18","456196","39408","0"
"GameData\BLDA\CharFace\Soldier_OnsenDev_RL","9","290552","34404","0"
"GameData\BLDA\CharFace\sora","30","863806","39594","0"
"GameData\BLDA\CharFace\sukeban_HMG","10","330848","42249","0"
"GameData\BLDA\CharFace\sukeban_SMG","10","288026","34942","0"
"GameData\BLDA\CharFace\sukeban_SR","10","226320","26948","0"
"GameData\BLDA\CharFace\sumire","17","576260","48199","0"
"GameData\BLDA\CharFace\suzumi","10","423936","45741","0"
"GameData\BLDA\CharFace\tomoe","10","303204","37386","0"
"GameData\BLDA\CharFace\Tsubaki","14","455440","45665","0"
"GameData\BLDA\CharFace\tsurugi","18","529776","50966","0"
"GameData\BLDA\CharFace\utaha","11","360172","35728","0"
"GameData\BLDA\CharFace\utahaturret","1","17718","20070","0"
"GameData\BLDA\CharFace\wakamo","15","532526","74782","0"
"GameData\BLDA\CharFace\wakamo_mask","1","37090","33460","0"
"GameData\BLDA\CharFace\yoheki_normal1","4","111704","28254","0"
"GameData\BLDA\CharFace\yoheki_redwinter1","4","96328","25137","0"
"GameData\BLDA\CharFace\yoshimi","14","544178","54947","0"
"GameData\BLDA\CharFace\Yukata_StreetGhostes_MG","1","26204","22420","0"
"GameData\BLDA\CharFace\Yukata_StreetGhostes_RL","8","307894","39213","0"
"GameData\BLDA\CharFace\Yustina_SR1","1","16204","15899","0"
"GameData\BLDA\CharFace\yuuka","11","321588","37547","0"
"GameData\BLDA\CharFace\yuzu","12","536620","53430","0"
"GameData\BLDA\CharFace\zunko","19","594674","51719","0"
"GameData\CBJQ\CharFace\boss102","1","16596","18433","0"
"GameData\CBJQ\CharFace\boss103","11","206856","78010","0"
"GameData\CBJQ\CharFace\boss208_01","1","32924","32651","0"
"GameData\CBJQ\CharFace\di18","6","61670","25215","0"
"GameData\CBJQ\CharFace\girl001","12","234146","80090","0"
"GameData\CBJQ\CharFace\girl001_01","8","148798","41505","0"
"GameData\CBJQ\CharFace\girl001_02","12","221048","80983","0"
"GameData\CBJQ\CharFace\girl001a","12","261618","91569","0"
"GameData\CBJQ\CharFace\girl001a_03_gacha","14","499812","78856","0"
"GameData\CBJQ\CharFace\girl001a_gacha","16","413464","168359","0"
"GameData\CBJQ\CharFace\girl001b","12","279308","96289","0"
"GameData\CBJQ\CharFace\girl001b_02_gacha","26","700756","162846","0"
"GameData\CBJQ\CharFace\girl001b_gacha","22","716000","233526","0"
"GameData\CBJQ\CharFace\girl001b_lv2","5","100732","21784","0"
"GameData\CBJQ\CharFace\girl002","14","286246","116259","0"
"GameData\CBJQ\CharFace\girl002_01","12","223218","97416","0"
"GameData\CBJQ\CharFace\girl002a","12","242102","103546","0"
"GameData\CBJQ\CharFace\girl002a_01_q","7","126402","32063","0"
"GameData\CBJQ\CharFace\girl002a_02","13","351350","140860","0"
"GameData\CBJQ\CharFace\girl002a_02_gacha","18","579966","208697","0"
"GameData\CBJQ\CharFace\girl002a_03_gacha","6","146808","66674","0"
"GameData\CBJQ\CharFace\girl002a_gacha","15","390242","155775","0"
"GameData\CBJQ\CharFace\girl002b","13","241390","96086","0"
"GameData\CBJQ\CharFace\girl002b_02_gacha","25","696904","285290","0"
"GameData\CBJQ\CharFace\girl002b_gacha","6","138732","59260","0"
"GameData\CBJQ\CharFace\girl003","17","289676","72654","0"
"GameData\CBJQ\CharFace\girl003_01","17","292536","70081","0"
"GameData\CBJQ\CharFace\girl003a","17","285336","72614","0"
"GameData\CBJQ\CharFace\girl003a_02_gacha","12","352280","139026","0"
"GameData\CBJQ\CharFace\girl003a_03_gacha","12","352280","109665","0"
"GameData\CBJQ\CharFace\girl003a_gacha","3","79438","50701","0"
"GameData\CBJQ\CharFace\girl004","17","432464","133145","0"
"GameData\CBJQ\CharFace\girl004_01","17","384130","126929","0"
"GameData\CBJQ\CharFace\girl004_02","17","415764","130041","0"
"GameData\CBJQ\CharFace\girl004a","17","439458","130498","0"
"GameData\CBJQ\CharFace\girl004a_02_gacha","8","213496","78362","0"
"GameData\CBJQ\CharFace\girl004a_03_gacha","9","240282","93605","0"
"GameData\CBJQ\CharFace\girl004a_gacha","16","398592","138449","0"
"GameData\CBJQ\CharFace\girl004b","17","389740","109705","0"
"GameData\CBJQ\CharFace\girl004b_02","1","25510","29993","0"
"GameData\CBJQ\CharFace\girl004b_04_gacha","8","350516","150073","0"
"GameData\CBJQ\CharFace\girl004b_gacha","3","77890","45202","0"
"GameData\CBJQ\CharFace\girl005","15","316864","97421","0"
"GameData\CBJQ\CharFace\girl005_01","15","289948","90974","0"
"GameData\CBJQ\CharFace\girl005a","15","329866","95096","0"
"GameData\CBJQ\CharFace\girl005a_01_q","7","109838","28708","0"
"GameData\CBJQ\CharFace\girl005a_03_gacha","14","694262","149079","0"
"GameData\CBJQ\CharFace\girl005a_gacha","12","326948","130289","0"
"GameData\CBJQ\CharFace\girl005b","15","317032","93558","0"
"GameData\CBJQ\CharFace\girl005b_02","15","287902","85790","0"
"GameData\CBJQ\CharFace\girl005b_02_gacha","17","530496","238487","0"
"GameData\CBJQ\CharFace\girl005b_03","15","558064","170157","0"
"GameData\CBJQ\CharFace\girl005b_gacha","6","174710","82130","0"
"GameData\CBJQ\CharFace\girl005c","15","353898","103754","0"
"GameData\CBJQ\CharFace\girl005c_02_gacha","17","514100","120922","0"
"GameData\CBJQ\CharFace\girl005c_gacha","3","71492","43457","0"
"GameData\CBJQ\CharFace\girl006","16","339742","90231","0"
"GameData\CBJQ\CharFace\girl006_01","15","308890","90352","0"
"GameData\CBJQ\CharFace\girl006a","15","320654","85728","0"
"GameData\CBJQ\CharFace\girl006a_02_gacha","9","241218","96303","0"
"GameData\CBJQ\CharFace\girl006a_gacha","3","92414","39208","0"
"GameData\CBJQ\CharFace\girl006b","15","340446","94553","0"
"GameData\CBJQ\CharFace\girl006b_02_gacha","13","378510","104186","0"
"GameData\CBJQ\CharFace\girl006b_gacha","3","73226","40228","0"
"GameData\CBJQ\CharFace\girl007","13","304014","104923","0"
"GameData\CBJQ\CharFace\girl007_01","6","135978","39931","0"
"GameData\CBJQ\CharFace\girl007_02","11","221312","80741","0"
"GameData\CBJQ\CharFace\girl007a","11","278976","102679","0"
"GameData\CBJQ\CharFace\girl007a_02_gacha","10","230298","82432","0"
"GameData\CBJQ\CharFace\girl007a_03","6","128070","41043","0"
"GameData\CBJQ\CharFace\girl007a_04","11","273648","100098","0"
"GameData\CBJQ\CharFace\girl007a_05_gacha","17","400944","138340","0"
"GameData\CBJQ\CharFace\girl007a_gacha","8","198404","83974","0"
"GameData\CBJQ\CharFace\girl008","12","338734","131954","0"
"GameData\CBJQ\CharFace\girl008_01","13","368190","135670","0"
"GameData\CBJQ\CharFace\girl008_02","12","349978","138421","0"
"GameData\CBJQ\CharFace\girl008a","12","312296","132678","0"
"GameData\CBJQ\CharFace\girl008a_01_q","7","138688","33330","0"
"GameData\CBJQ\CharFace\girl008a_03_gacha","6","178286","83176","0"
"GameData\CBJQ\CharFace\girl008a_04_gacha","9","285294","105472","0"
"GameData\CBJQ\CharFace\girl008a_gacha","3","81292","46335","0"
"GameData\CBJQ\CharFace\girl008b","13","325700","117852","0"
"GameData\CBJQ\CharFace\girl008b_02","2","72982","36352","0"
"GameData\CBJQ\CharFace\girl008b_03_gacha","11","289762","102228","0"
"GameData\CBJQ\CharFace\girl008b_gacha","6","170528","69365","0"
"GameData\CBJQ\CharFace\girl008c","13","374040","131201","0"
"GameData\CBJQ\CharFace\girl008c_02","4","125790","32323","0"
"GameData\CBJQ\CharFace\girl008c_02_gacha","11","354382","135717","0"
"GameData\CBJQ\CharFace\girl008c_03_gacha","10","340398","106237","0"
"GameData\CBJQ\CharFace\girl008c_gacha","6","198762","77708","0"
"GameData\CBJQ\CharFace\girl010","18","334884","82493","0"
"GameData\CBJQ\CharFace\girl010_01","18","296464","73786","0"
"GameData\CBJQ\CharFace\girl010a","18","387844","91058","0"
"GameData\CBJQ\CharFace\girl010a_03_gacha","15","399882","100451","0"
"GameData\CBJQ\CharFace\girl010a_04_gacha","26","593948","222248","0"
"GameData\CBJQ\CharFace\girl010a_gacha","12","306964","94373","0"
"GameData\CBJQ\CharFace\girl010b","18","333160","77002","0"
"GameData\CBJQ\CharFace\girl010b_02_gacha_01","34","981748","301025","0"
"GameData\CBJQ\CharFace\girl010b_03_gacha","11","216550","60753","0"
"GameData\CBJQ\CharFace\girl010b_gacha","3","53098","32409","0"
"GameData\CBJQ\CharFace\girl011","15","335148","89395","0"
"GameData\CBJQ\CharFace\girl011_01","15","299978","81135","0"
"GameData\CBJQ\CharFace\girl011_02","15","291406","76596","0"
"GameData\CBJQ\CharFace\girl011_02_gacha","8","145104","50038","0"
"GameData\CBJQ\CharFace\girl011a","15","309924","92586","0"
"GameData\CBJQ\CharFace\girl011a_02_gacha","11","270744","129023","0"
"GameData\CBJQ\CharFace\girl011a_03","15","355684","87702","0"
"GameData\CBJQ\CharFace\girl011a_03_gacha","8","290746","115165","0"
"GameData\CBJQ\CharFace\girl011a_gacha","8","206818","93200","0"
"GameData\CBJQ\CharFace\girl011b","15","329298","83238","0"
"GameData\CBJQ\CharFace\girl011b_02_gacha","12","246452","88114","0"
"GameData\CBJQ\CharFace\girl011b_03_gacha","11","284362","121108","0"
"GameData\CBJQ\CharFace\girl011b_gacha","3","75694","47597","0"
"GameData\CBJQ\CharFace\girl012","13","302070","83157","0"
"GameData\CBJQ\CharFace\girl012_01","16","359918","82669","0"
"GameData\CBJQ\CharFace\girl012a","13","269534","78358","0"
"GameData\CBJQ\CharFace\girl012a_02","13","285378","80258","0"
"GameData\CBJQ\CharFace\girl012a_02_gacha","14","550484","225138","0"
"GameData\CBJQ\CharFace\girl012a_gachastand","8","241870","84583","0"
"GameData\CBJQ\CharFace\girl012b","15","384104","89816","0"
"GameData\CBJQ\CharFace\girl012b_02_gacha","17","411842","116704","0"
"GameData\CBJQ\CharFace\girl012b_gacha","3","78560","45593","0"
"GameData\CBJQ\CharFace\girl013","14","329864","94904","0"
"GameData\CBJQ\CharFace\girl013_01","14","302520","89546","0"
"GameData\CBJQ\CharFace\girl013_02","14","320880","93542","0"
"GameData\CBJQ\CharFace\girl013a","14","271708","82808","0"
"GameData\CBJQ\CharFace\girl013a_02","1","37148","33910","0"
"GameData\CBJQ\CharFace\girl013a_04_gacha","8","374956","161513","0"
"GameData\CBJQ\CharFace\girl013a_gacha","6","123386","53425","0"
"GameData\CBJQ\CharFace\girl013b","14","328020","88602","0"
"GameData\CBJQ\CharFace\girl013b_02","6","178086","31238","0"
"GameData\CBJQ\CharFace\girl013b_02_gacha","13","334862","169007","0"
"GameData\CBJQ\CharFace\girl013b_03_gacha","9","353244","124605","0"
"GameData\CBJQ\CharFace\girl013b_gacha","11","324684","131773","0"
"GameData\CBJQ\CharFace\girl014","23","428858","85669","0"
"GameData\CBJQ\CharFace\girl014_01","22","406512","79505","0"
"GameData\CBJQ\CharFace\girl014a","23","387834","81223","0"
"GameData\CBJQ\CharFace\girl014a_03","23","531838","99605","0"
"GameData\CBJQ\CharFace\girl014a_03_gacha","31","1078918","297392","0"
"GameData\CBJQ\CharFace\girl014a_04_gacha","18","461136","172510","0"
"GameData\CBJQ\CharFace\girl014a_gacha","16","331076","110673","0"
"GameData\CBJQ\CharFace\girl014b","22","490520","79037","0"
"GameData\CBJQ\CharFace\girl014b_02_gacha","11","402258","139694","0"
"GameData\CBJQ\CharFace\girl014b_03_gacha","9","288658","119975","0"
"GameData\CBJQ\CharFace\girl014b_gacha","3","71500","39457","0"
"GameData\CBJQ\CharFace\girl015","12","244214","70487","0"
"GameData\CBJQ\CharFace\girl015_01","12","243762","71096","0"
"GameData\CBJQ\CharFace\girl015_02_gacha","15","635772","210389","0"
"GameData\CBJQ\CharFace\girl015_04_gacha","15","392962","123920","0"
"GameData\CBJQ\CharFace\girl015_gacha","3","55414","28413","0"
"GameData\CBJQ\CharFace\girl015a","12","288612","90640","0"
"GameData\CBJQ\CharFace\girl015a_02","12","288584","84571","0"
"GameData\CBJQ\CharFace\girl015a_02_gacha","9","206958","95701","0"
"GameData\CBJQ\CharFace\girl015a_04_gacha","16","414590","132649","0"
"GameData\CBJQ\CharFace\girl015a_gacha","8","218892","88124","0"
"GameData\CBJQ\CharFace\girl015b","12","240722","70603","0"
"GameData\CBJQ\CharFace\girl015b_02_gacha","13","377118","167695","0"
"GameData\CBJQ\CharFace\girl015b_03_gacha","11","483658","196278","0"
"GameData\CBJQ\CharFace\girl015b_gacha","7","446156","135151","0"
"GameData\CBJQ\CharFace\girl016","18","339394","113100","0"
"GameData\CBJQ\CharFace\girl016_01","18","337246","117993","0"
"GameData\CBJQ\CharFace\girl016_02_gacha","8","245394","120228","0"
"GameData\CBJQ\CharFace\girl016_03","18","429416","137781","0"
"GameData\CBJQ\CharFace\girl016_04_gacha","9","223048","102342","0"
"GameData\CBJQ\CharFace\girl016_gacha","8","313110","139199","0"
"GameData\CBJQ\CharFace\girl017","18","400400","113611","0"
"GameData\CBJQ\CharFace\girl017_01","18","368306","99457","0"
"GameData\CBJQ\CharFace\girl017_02_gacha","37","1116568","361828","0"
"GameData\CBJQ\CharFace\girl017_03","1","9844","6283","0"
"GameData\CBJQ\CharFace\girl017_gacha","6","152346","64243","0"
"GameData\CBJQ\CharFace\girl017a","18","382540","94087","0"
"GameData\CBJQ\CharFace\girl017a_02_gacha","6","186738","80949","0"
"GameData\CBJQ\CharFace\girl017a_gacha","3","75330","43327","0"
"GameData\CBJQ\CharFace\girl018","21","416842","97059","0"
"GameData\CBJQ\CharFace\girl018_01","21","405810","92083","0"
"GameData\CBJQ\CharFace\girl018_02_gacha","13","347502","118071","0"
"GameData\CBJQ\CharFace\girl018_03_gacha","9","360182","155767","0"
"GameData\CBJQ\CharFace\girl018_gacha","3","83838","44280","0"
"GameData\CBJQ\CharFace\girl018a","21","434732","100427","0"
"GameData\CBJQ\CharFace\girl018a_02_gacha","9","171866","68050","0"
"GameData\CBJQ\CharFace\girl018a_03","13","256514","45382","0"
"GameData\CBJQ\CharFace\girl018a_03_gacha","14","461820","200580","0"
"GameData\CBJQ\CharFace\girl018a_gacha","6","170354","77120","0"
"GameData\CBJQ\CharFace\girl020","17","648762","131958","0"
"GameData\CBJQ\CharFace\girl020_01","17","496886","105966","0"
"GameData\CBJQ\CharFace\girl020_02_gacha","6","168736","81681","0"
"GameData\CBJQ\CharFace\girl020_03_gacha","10","291182","121780","0"
"GameData\CBJQ\CharFace\girl020_gacha","3","101602","65168","0"
"GameData\CBJQ\CharFace\girl020a","17","437306","96621","0"
"GameData\CBJQ\CharFace\girl020a_02_gacha","16","366656","152099","0"
"GameData\CBJQ\CharFace\girl020a_gacha","3","106564","62506","0"
"GameData\CBJQ\CharFace\girl021","15","282328","61001","0"
"GameData\CBJQ\CharFace\girl021_01","15","275348","59603","0"
"GameData\CBJQ\CharFace\girl021_02_gacha","6","213182","87193","0"
"GameData\CBJQ\CharFace\girl021_03","11","244528","29681","0"
"GameData\CBJQ\CharFace\girl021_03_gacha","11","414344","203827","0"
"GameData\CBJQ\CharFace\girl021_gacha","8","157830","66385","0"
"GameData\CBJQ\CharFace\girl022","17","356644","76391","0"
"GameData\CBJQ\CharFace\girl022_01","17","341090","72294","0"
"GameData\CBJQ\CharFace\girl022_02_gacha","14","468780","147242","0"
"GameData\CBJQ\CharFace\girl022_gacha","3","59936","35418","0"
"GameData\CBJQ\CharFace\girl023","13","332498","78111","0"
"GameData\CBJQ\CharFace\girl023_01","13","319212","74185","0"
"GameData\CBJQ\CharFace\girl023_02_gacha","11","437686","114900","0"
"GameData\CBJQ\CharFace\girl023_03_gacha","10","420126","141509","0"
"GameData\CBJQ\CharFace\girl023_gacha","3","86734","50992","0"
"GameData\CBJQ\CharFace\mon110","3","42274","17084","0"
"GameData\CBJQ\CharFace\mon505","1","22670","24180","0"
"GameData\CBJQ\CharFace\npc001","5","125628","63388","0"
"GameData\CBJQ\CharFace\npc002_activity","16","407570","140825","0"
"GameData\CBJQ\CharFace\npc003","3","54300","32080","0"
"GameData\CBJQ\CharFace\npc004","5","105732","55045","0"
"GameData\CBJQ\CharFace\npc005","3","64842","37957","0"
"GameData\CBJQ\CharFace\npc006","3","39208","27066","0"
"GameData\CBJQ\CharFace\npc007","8","157060","65153","0"
"GameData\CBJQ\CharFace\npc008","3","48636","28023","0"
"GameData\CBJQ\CharFace\npc009","2","27534","19283","0"
"GameData\CBJQ\CharFace\npc010","10","184460","71504","0"
"GameData\CBJQ\CharFace\npc011","5","129636","56514","0"
"GameData\CBJQ\CharFace\npc012","4","87894","23346","0"
"GameData\CBJQ\CharFace\npc013","6","110844","49996","0"
"GameData\CBJQ\CharFace\npc015","1","22042","22427","0"
"GameData\CBJQ\CharFace\npc016","8","139464","49634","0"
"GameData\CBJQ\CharFace\npc017","1","12590","12952","0"
"GameData\CBJQ\CharFace\npc018","1","17580","17130","0"
"GameData\CBJQ\CharFace\npc019","1","16198","16640","0"
"GameData\CBJQ\CharFace\npc020","1","14316","14711","0"
"GameData\CBJQ\CharFace\npc021","1","20996","22175","0"
"GameData\CBJQ\CharFace\npc022","1","15124","15379","0"
"GameData\CBJQ\CharFace\npc023","1","22204","23276","0"
"GameData\CBJQ\CharFace\npc024","3","79740","36549","0"
"GameData\CBJQ\CharFace\npc025","1","19268","19426","0"
"GameData\CBJQ\CharFace\npc026","1","18616","21154","0"
"GameData\CBJQ\CharFace\npc027","1","17052","17824","0"
"GameData\CBJQ\CharFace\npc028","5","131410","66730","0"
"GameData\CBJQ\CharFace\npc029","1","15696","16100","0"
"GameData\CBJQ\CharFace\npc029_02","1","6506","4445","0"
"GameData\CBJQ\CharFace\npc030","1","35030","31051","0"
"GameData\CBJQ\CharFace\npc031","1","25376","25532","0"
"GameData\CBJQ\CharFace\npc032","1","21556","23050","0"
"GameData\CBJQ\CharFace\npc033","1","17098","17056","0"
"GameData\CBJQ\CharFace\npc034","10","175006","54935","0"
"GameData\CBJQ\CharFace\npc035","1","11442","8510","0"
"GameData\CBJQ\CharFace\npc035_01","4","72310","30540","0"
"GameData\CBJQ\CharFace\npc036","1","5022","2684","0"
"GameData\CBJQ\CharFace\npc037","10","189350","47528","0"
"GameData\CBJQ\CharFace\npc038","1","8712","4786","0"
"GameData\CBJQ\CharFace\npc038_01","5","101606","48493","0"
"GameData\CBJQ\CharFace\npc039","2","39132","24901","0"
"GameData\CBJQ\CharFace\npc040","4","75186","27914","0"
"GameData\CBJQ\CharFace\npc041","1","24742","25357","0"
"GameData\CBJQ\CharFace\npc042","6","86390","36507","0"
"GameData\CBJQ\CharFace\npc043","4","54796","28915","0"
"GameData\CBJQ\CharFace\npc044","4","95038","46605","0"
"GameData\CBJQ\CharFace\npc045","1","11422","11942","0"
"GameData\CBJQ\CharFace\npc046","1","13154","15008","0"
"GameData\CBJQ\CharFace\npc047","1","27552","27633","0"
"GameData\CBJQ\CharFace\npc048","6","119862","53332","0"
"GameData\CBJQ\CharFace\npc049","7","143184","49702","0"
"GameData\CBJQ\CharFace\npc051","3","59336","31578","0"
"GameData\CBJQ\CharFace\npc052","1","25546","28700","0"
"GameData\CBJQ\CharFace\npc053","3","61838","28721","0"
"GameData\CBJQ\CharFace\npc054","4","71372","22626","0"
"GameData\CBJQ\CharFace\npc055","4","75468","30468","0"
"GameData\CBJQ\CharFace\npc056","1","14946","16641","0"
"GameData\CBJQ\CharFace\npc057","1","16204","17864","0"
"GameData\CBJQ\CharFace\npc058","1","22004","22878","0"
"GameData\CBJQ\CharFace\npc059","1","20880","23438","0"
"GameData\CBJQ\CharFace\npc060","1","19024","20986","0"
"GameData\CBJQ\CharFace\npc061","1","14676","15924","0"
"GameData\CBJQ\CharFace\npc062","1","32664","32921","0"
"GameData\CBJQ\CharFace\npc063","8","164734","48353","0"
"GameData\CBJQ\CharFace\npc064","5","126006","25415","0"
"GameData\CBJQ\CharFace\npc065","15","290358","75255","0"
"GameData\CBJQ\CharFace\npc067","4","109272","28001","0"
"GameData\CBJQ\CharFace\npc068","4","75932","21001","0"
"GameData\CBJQ\CharFace\npc069","13","276004","29294","0"
"GameData\CBJQ\CharFace\npc069_2","13","228798","27262","0"
"GameData\CBJQ\CharFace\npc070","3","75206","27195","0"
"GameData\CBJQ\CharFace\npc071","1","17800","18985","0"
"GameData\CBJQ\CharFace\npc072","1","14860","14733","0"
"GameData\CBJQ\CharFace\npc073","1","14766","17321","0"
"GameData\CBJQ\CharFace\npc074","1","16420","19681","0"
"GameData\CBJQ\CharFace\npc075","1","14194","12974","0"
"GameData\CBJQ\CharFace\npc076","1","21708","21792","0"
"GameData\CBJQ\CharFace\npc077","1","19144","21372","0"
"GameData\CBJQ\CharFace\npc078","1","22450","21654","0"
"GameData\CBJQ\CharFace\npc079","18","374226","87369","0"
"GameData\CBJQ\CharFace\npc081","3","49206","17834","0"
"GameData\CBJQ\CharFace\npc082","1","11152","11954","0"
"GameData\CBJQ\CharFace\npc083","1","24924","25740","0"
"GameData\CBJQ\CharFace\npc084","6","168624","31476","0"
"GameData\CBJQ\CharFace\npc085","1","16288","15936","0"
"GameData\CBJQ\CharFace\npc086","2","39766","21938","0"
"GameData\CBJQ\CharFace\npc087","1","16534","15875","0"
"GameData\CBJQ\CharFace\npc088","6","45568","15212","0"
"GameData\CBJQ\CharFace\npc089","6","159676","49349","0"
"GameData\CBJQ\CharFace\npc090","1","26566","29705","0"
"GameData\CBJQ\CharFace\npc091","1","17050","18155","0"
"GameData\CBJQ\CharFace\npc092","1","27996","28954","0"
"GameData\CBJQ\CharFace\npc093","1","23072","23553","0"
"GameData\CBJQ\CharFace\npc094","3","65000","24420","0"
"GameData\CBJQ\CharFace\npc095","1","19914","20216","0"
"GameData\CBJQ\CharFace\npc096","3","64366","22212","0"
"GameData\CBJQ\CharFace\npc097","1","18572","19480","0"
"GameData\CBJQ\CharFace\npc098","10","263182","39320","0"
"GameData\CBJQ\CharFace\npc099","2","58052","30154","0"
"GameData\CBJQ\CharFace\npc100","1","19668","21174","0"
"GameData\CBJQ\CharFace\npc101","1","10762","8176","0"
"GameData\CBJQ\CharFace\npc102","1","10688","8030","0"
"GameData\CBJQ\CharFace\npc103","1","10562","7983","0"
"GameData\CBJQ\CharFace\npc104","1","16990","17921","0"
"GameData\CBJQ\CharFace\npc105","1","35994","31599","0"
"GameData\CBJQ\CharFace\npc107","2","27302","18842","0"
"GameData\CBJQ\CharFace\npc108","5","116810","52101","0"
"GameData\CBJQ\CharFace\npc109","5","133422","33387","0"
"GameData\CBJQ\CharFace\npc110","4","71158","25440","0"
"GameData\CBJQ\CharFace\npc111","2","42444","23516","0"
"GameData\CBJQ\CharFace\npc405_01_q","4","56178","37095","0"
"GameData\CBJQ\CharFace\pic_building","1","8422","9456","0"
"GameData\CBJQ\CharFace\pic_dlc30newstar","1","17184","19666","0"
"GameData\DFPJ\CharFace\CFID_0\CharID_0-0","11","258742","49579","0"
"GameData\DFPJ\CharFace\CFID_0\CharID_0-1","13","410340","41693","0"
"GameData\DFPJ\CharFace\CFID_0\CharID_0-2","14","263936","29206","0"
"GameData\DFPJ\CharFace\CFID_0\CharID_0-3","14","432772","41554","0"
"GameData\DFPJ\CharFace\CFID_0\CharID_0-4","14","272346","30560","0"
"GameData\DFPJ\CharFace\CFID_0\CharID_1-0","11","283048","54409","0"
"GameData\DFPJ\CharFace\CFID_0\CharID_1-1","13","400072","42983","0"
"GameData\DFPJ\CharFace\CFID_0\CharID_1-2","14","382058","41380","0"
"GameData\DFPJ\CharFace\CFID_0\CharID_1-3","14","405744","41734","0"
"GameData\DFPJ\CharFace\CFID_0\CharID_1-4","14","405330","44136","0"
"GameData\DFPJ\CharFace\CFID_0\CharID_10-0","11","176810","42306","0"
"GameData\DFPJ\CharFace\CFID_0\CharID_10-1","20","419860","38936","0"
"GameData\DFPJ\CharFace\CFID_0\CharID_10-2","16","176972","23815","0"
"GameData\DFPJ\CharFace\CFID_0\CharID_10-3","22","417278","37012","0"
"GameData\DFPJ\CharFace\CFID_0\CharID_10-4","16","287094","31323","0"
"GameData\DFPJ\CharFace\CFID_0\CharID_100-0","11","315830","59760","0"
"GameData\DFPJ\CharFace\CFID_0\CharID_100-1","12","283564","34286","0"
"GameData\DFPJ\CharFace\CFID_0\CharID_100-4","16","478660","36256","0"
"GameData\DFPJ\CharFace\CFID_0\CharID_100-72","27","437212","32590","0"
"GameData\DFPJ\CharFace\CFID_0\CharID_100-73","16","433146","37080","0"
